dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,0,37.5389,485.502,3.0959,1.23904,468.237,527.376
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,1,38.0611,463.976,3.06123,0.693248,469.996,505.792
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,2,38.3671,454.801,3.00942,0.678912,455.719,496.856
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,3,38.0466,459.814,3.02991,0.681984,458.262,501.573
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,4,38.5211,461.693,3.06302,0.68608,455.203,503.963
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,5,38.3508,463.821,3.02125,0.684032,456.234,505.877
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,6,37.838,453.462,3.04489,0.673792,464.438,495.019
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,7,38.2042,451.594,3.00034,0.674816,455.07,493.473
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,8,38.2498,445.998,3.03732,0.679936,443.309,487.965
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,9,38.5898,448.344,3.04744,0.679936,446.863,490.661
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,10,38.3761,446.276,3.01548,0.67584,446.316,488.343
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,11,37.9078,453.059,2.98627,0.678912,452.263,494.632
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,12,38.3132,447.512,3.05104,0.684032,452.106,489.56
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,13,38.2691,467.682,3.03871,0.687104,467.596,509.677
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,14,38.0986,479.63,3.0145,0.731136,483.986,521.475
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,15,37.8636,458.577,2.99762,0.676864,458.782,500.115
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,16,38.1526,452.342,3.03536,0.678912,446.573,494.209
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,17,38.062,452.483,3.01263,0.678912,461.5,494.237
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,18,38.1833,451.697,3.01968,0.67584,450.245,493.576
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,19,38.3895,453.243,3.01235,0.677888,457.091,495.323
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,20,38.0933,451.373,2.98794,0.683008,455.143,493.137
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,21,38.1587,451.062,2.99909,0.677888,448.184,492.898
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,22,37.7675,455.79,3.00567,0.67584,457.48,497.239
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,23,38.3424,444.7,3.00993,0.677888,445.85,486.731
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,24,38.5236,448.988,3.03885,0.679936,446.021,491.23
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,25,38.1455,449.602,2.97245,0.681984,453.842,491.402
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,26,38.2322,449.803,3.01194,0.677888,448.164,491.725
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,27,38.1522,442.422,3.0044,0.676864,440.14,484.256
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,28,38.2399,458.724,3.03592,0.681984,455.562,500.682
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,29,38.2235,450.586,3.00691,0.679936,446.937,492.496
