dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,0,83.7619,1738.56,6.44082,3.34019,1783.21,1832.11
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,1,85.1565,1564.06,6.41145,2.4545,1646.41,1658.08
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,2,83.922,1610.1,6.48619,2.47802,1694.8,1702.98
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,3,83.8893,1535.92,6.41976,2.45248,1626.9,1628.68
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,4,83.8027,1519.78,6.40436,2.45347,1611.96,1612.44
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,5,84.6737,1496.81,6.41215,2.45549,1578.05,1590.35
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,6,85.0388,1584.9,6.37397,2.45238,1635.38,1678.77
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,7,84.1951,1618.53,6.43739,2.45654,1704.3,1711.62
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,8,83.5601,1626.83,6.46005,2.4647,1698.45,1719.31
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,9,84.2229,1578.38,6.34705,2.45139,1666.54,1671.4
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,10,84.0513,1491.31,6.42735,2.47085,1584.44,1584.26
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,11,84.2883,1561.37,6.45965,2.46986,1654.75,1654.58
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,12,83.6289,1521.7,6.3923,2.45552,1614.33,1614.18
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,13,84.016,1527.98,6.38897,2.45658,1614.52,1620.85
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,14,83.9304,1529.77,6.39112,2.45552,1622.69,1622.55
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,15,83.511,1593.08,6.36495,2.44838,1667.7,1685.4
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,16,84.0879,1530.72,6.36037,2.45856,1623.78,1623.63
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,17,85.1266,1540.73,6.4085,2.45034,1628,1634.71
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,18,84.373,1490.34,6.42005,2.47706,1583.79,1583.61
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,19,83.9748,1521.43,6.44819,2.47606,1614.49,1614.33
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,20,84.2865,1524.03,6.42802,2.45757,1617.36,1617.2
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,21,83.5652,1496.89,6.40657,2.45962,1589.48,1589.33
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,22,84.9317,1519.77,6.40711,2.45754,1613.72,1613.56
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,23,83.9853,1538.67,6.4044,2.45866,1631.67,1631.52
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,24,83.8554,1512.44,6.39817,2.45344,1603.54,1605.14
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,25,83.6477,1521.98,6.40919,2.4545,1614.64,1614.49
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,26,84.0923,1545.63,6.42081,2.45043,1637.98,1638.6
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,27,84.5107,1543.69,6.41138,2.45648,1637.22,1637.07
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,28,83.791,1563.35,6.41804,2.45651,1656.18,1656.02
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",6,512,29,84.0959,1539.53,6.35874,2.45238,1628.1,1632.44
