dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,512,0,1.33834,25.1079,4.73662,2.05824,33.3683,33.2411
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,512,1,0.880832,16.113,4.71955,1.87904,23.6166,23.5925
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,512,2,0.888,16.1306,4.7034,1.87699,23.6003,23.599
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,512,3,0.88784,16.1179,4.70242,1.88006,23.5844,23.5882
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,512,4,0.88864,16.1173,4.70491,1.87597,23.6024,23.5869
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,512,5,0.888288,16.1247,4.70392,1.88006,23.5974,23.597
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,512,6,0.889152,16.1237,4.70899,1.87904,23.6416,23.6009
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,512,7,0.88544,16.1215,4.71434,1.87597,23.5969,23.5973
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,512,8,0.888576,16.0966,4.70557,1.87802,23.601,23.5687
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,512,9,0.890208,16.1131,4.69701,1.88211,23.6069,23.5825
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,512,10,0.88336,16.1011,4.70582,1.88621,23.6157,23.5765
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,512,11,0.890336,16.0974,4.69793,1.87802,23.588,23.5637
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,512,12,0.882784,16.0967,4.70812,1.88211,23.5741,23.5697
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,512,13,0.888672,16.0945,4.70921,1.88006,23.5774,23.5724
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,512,14,0.885728,16.087,4.70547,1.88109,23.5825,23.5593
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,512,15,0.8904,16.0867,4.69794,1.87802,23.5682,23.5531
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,512,16,0.886912,16.0928,4.70319,1.88518,23.5947,23.5681
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,512,17,0.886496,16.1012,4.71063,1.87904,23.5916,23.5774
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,512,18,0.888,16.1033,4.7113,1.88211,23.5789,23.5847
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,512,19,0.88624,16.1024,4.70324,1.87187,23.5777,23.5638
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,512,20,0.891424,16.0948,4.6993,1.88006,23.5707,23.5656
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,512,21,0.88544,16.0985,4.70697,1.87802,23.5734,23.569
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,512,22,0.888704,16.0916,4.69613,1.88109,23.5802,23.5575
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,512,23,0.887168,16.0982,4.70282,1.88314,23.5576,23.5713
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,512,24,0.887552,16.0971,4.70859,1.88109,23.5786,23.5743
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,512,25,0.882816,16.0923,4.70849,1.88314,23.5624,23.5668
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,512,26,0.88816,16.0949,4.70562,1.88826,23.5847,23.5769
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,512,27,0.88512,16.086,4.70648,1.88006,23.5656,23.5577
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,512,28,0.890912,16.0912,4.70865,1.87802,23.5182,23.5687
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,512,29,0.885664,16.0853,4.707,1.87392,22.884,23.5519
