dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,0,3.58016,5.30967,21.4206,3.65466,34.0895,33.9651
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,1,3.16,5.29592,21.4003,3.51744,33.5056,33.3737
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,2,3.16941,5.29501,21.3903,3.50925,33.4938,33.364
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,3,3.15216,5.29585,21.3861,3.51027,33.4741,33.3444
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,4,3.15709,5.29606,21.3782,3.50106,33.4622,33.3324
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,5,3.16755,5.2958,21.384,3.50925,33.4901,33.3566
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,6,3.16096,5.30004,21.3853,3.49184,33.4698,33.3382
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,7,3.1641,5.29636,21.392,3.5072,33.495,33.3597
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,8,3.15261,5.29991,21.3802,3.51949,33.4845,33.3523
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,9,3.15104,5.30105,21.3844,3.5072,33.4849,33.3437
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,10,3.15776,5.29174,21.3809,3.51437,33.4752,33.3448
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,11,3.15632,5.2967,21.3827,3.50515,33.473,33.3409
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,12,3.15866,5.29569,21.3734,3.50208,33.4608,33.3299
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,13,3.15187,5.29582,21.3754,3.5072,33.4602,33.3303
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,14,3.16829,5.29747,21.3787,3.51437,33.4909,33.3589
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,15,3.15942,5.29229,21.3797,3.5113,33.4729,33.3427
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,16,3.16358,5.29832,21.3848,3.51334,33.4935,33.3601
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,17,3.15942,5.293,21.3795,3.5113,33.4746,33.3433
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,18,3.15773,5.29201,21.3753,3.51539,33.4745,33.3404
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,19,3.15962,5.29934,21.3925,3.50208,33.4856,33.3536
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,20,3.1497,5.29699,21.3779,3.5072,33.4626,33.3317
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,21,3.17184,5.30485,21.401,3.52256,33.5329,33.4003
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,22,3.14051,5.29519,21.3764,3.49594,33.4418,33.308
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,23,3.1655,5.29657,21.389,3.51232,33.497,33.3634
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,24,3.14765,5.29422,21.3778,3.50003,33.4527,33.3197
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,25,3.15738,5.29023,21.3772,3.51027,33.467,33.3351
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,26,3.14211,5.29781,21.3817,3.51027,33.4652,33.3318
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,27,3.15434,5.29731,21.3716,3.50413,33.459,33.3274
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,28,3.14957,5.29594,21.3808,3.51437,33.47,33.3407
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,512,29,3.1552,5.29266,21.391,3.50515,33.4744,33.344
