dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | P | P | N | D",1,512,0,224.362,5.30467,27.0641,7.67795,264.529,264.409
3,float,uniform,CPU,"P | P | P | P | N | D",1,512,1,223.532,5.29737,27.2977,7.47725,263.701,263.605
3,float,uniform,CPU,"P | P | P | P | N | D",1,512,2,224.503,5.29415,27.3574,7.48851,264.74,264.643
3,float,uniform,CPU,"P | P | P | P | N | D",1,512,3,222.128,5.2923,27.3381,7.48646,262.339,262.245
3,float,uniform,CPU,"P | P | P | P | N | D",1,512,4,222.903,5.2895,27.2138,7.48851,262.978,262.894
3,float,uniform,CPU,"P | P | P | P | N | D",1,512,5,224.733,5.29437,27.3427,7.47418,264.932,264.844
3,float,uniform,CPU,"P | P | P | P | N | D",1,512,6,224.104,5.29396,27.2312,7.4793,264.198,264.108
3,float,uniform,CPU,"P | P | P | P | N | D",1,512,7,223.809,5.29152,27.243,7.48032,263.931,263.824
3,float,uniform,CPU,"P | P | P | P | N | D",1,512,8,224.006,5.28839,27.1573,7.48339,264.02,263.935
3,float,uniform,CPU,"P | P | P | P | N | D",1,512,9,222.643,5.29759,27.3606,7.47418,262.861,262.775
3,float,uniform,CPU,"P | P | P | P | N | D",1,512,10,221.386,5.28937,27.3692,7.47622,261.609,261.521
3,float,uniform,CPU,"P | P | P | P | N | D",1,512,11,224.523,5.2886,27.1564,7.47315,264.529,264.441
3,float,uniform,CPU,"P | P | P | P | N | D",1,512,12,225.46,5.2962,27.3606,7.4967,265.701,265.614
3,float,uniform,CPU,"P | P | P | P | N | D",1,512,13,224.213,5.28981,27.0906,7.46906,264.147,264.062
3,float,uniform,CPU,"P | P | P | P | N | D",1,512,14,222.8,5.29109,27.2293,7.48646,262.894,262.807
3,float,uniform,CPU,"P | P | P | P | N | D",1,512,15,224.017,5.2928,27.3181,7.48442,264.198,264.113
3,float,uniform,CPU,"P | P | P | P | N | D",1,512,16,224.313,5.29138,27.1315,7.47008,264.296,264.206
3,float,uniform,CPU,"P | P | P | P | N | D",1,512,17,221.053,5.29608,27.1015,7.47315,261.011,260.923
3,float,uniform,CPU,"P | P | P | P | N | D",1,512,18,223.046,5.29133,27.4276,7.48954,263.341,263.254
3,float,uniform,CPU,"P | P | P | P | N | D",1,512,19,224.057,5.29045,27.3447,7.48442,264.271,264.177
3,float,uniform,CPU,"P | P | P | P | N | D",1,512,20,224.979,5.29142,27.186,7.47827,265.028,264.935
3,float,uniform,CPU,"P | P | P | P | N | D",1,512,21,222.409,5.29175,27.2739,7.46906,262.536,262.443
3,float,uniform,CPU,"P | P | P | P | N | D",1,512,22,222.871,5.29076,27.285,7.46598,263.002,262.913
3,float,uniform,CPU,"P | P | P | P | N | D",1,512,23,224.137,5.28998,27.2152,7.48134,264.215,264.123
3,float,uniform,CPU,"P | P | P | P | N | D",1,512,24,224.513,5.29212,27.2008,7.51309,264.611,264.519
3,float,uniform,CPU,"P | P | P | P | N | D",1,512,25,224.402,5.29241,26.9212,7.48544,264.19,264.101
3,float,uniform,CPU,"P | P | P | P | N | D",1,512,26,224.992,5.29574,27.2217,7.47827,265.077,264.988
3,float,uniform,CPU,"P | P | P | P | N | D",1,512,27,222.348,5.29413,27.2849,7.46701,262.484,262.394
3,float,uniform,CPU,"P | P | P | P | N | D",1,512,28,222.41,5.29183,27.3375,7.48237,262.607,262.521
3,float,uniform,CPU,"P | P | P | P | N | D",1,512,29,223.673,5.29191,27.1436,7.48339,263.68,263.592
