dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,0,1.3113,18.8071,4.12904,1.15914,25.1276,25.4065
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,1,0.883648,8.9201,4.09066,1.01376,14.9844,14.9082
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,2,0.888032,8.91165,4.07504,1.01786,14.9657,14.8926
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,3,0.88992,8.89729,4.07656,1.01376,14.9498,14.8775
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,4,0.881312,8.90763,4.08089,1.01888,14.9496,14.8887
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,5,0.88656,8.91858,4.07512,1.01376,14.9724,14.894
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,6,0.88368,8.90759,4.07447,1.01376,14.9566,14.8795
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,7,0.882336,8.89959,4.07742,1.02195,14.9473,14.8813
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,8,0.888544,8.9023,4.07527,1.02093,14.945,14.887
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,9,0.883968,8.89949,4.0687,1.0199,14.9515,14.8721
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,10,0.879648,8.92377,4.07287,1.01581,14.974,14.8921
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,11,0.88512,8.91116,4.06258,1.01581,14.9558,14.8747
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,12,0.88512,8.90396,4.07803,1.01581,14.9531,14.8829
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,13,0.894912,8.90841,4.06742,1.01683,14.9645,14.8876
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,14,0.88528,8.88357,4.08053,1.02195,14.9466,14.8713
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,15,0.88544,8.88974,4.08022,1.01888,14.9446,14.8743
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,16,0.887392,8.88514,4.07796,1.01581,14.9137,14.8663
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,17,0.885216,8.89959,4.08128,1.01786,14.9312,14.8839
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,18,0.882432,8.89784,4.07578,1.01683,14.9488,14.8729
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,19,0.88592,8.90359,4.06865,1.01376,14.9379,14.8719
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,20,0.886528,8.88404,4.08148,1.02093,14.9382,14.873
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,21,0.889184,8.9033,4.06685,1.01888,14.958,14.8782
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,22,0.888768,8.88504,4.07782,1.02195,14.9259,14.8736
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,23,0.883968,8.88795,4.07285,1.01478,14.9349,14.8596
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,24,0.885248,8.88114,4.07833,1.01683,14.9317,14.8616
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,25,0.884192,8.89544,4.07142,1.01683,14.946,14.8679
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,26,0.887456,8.88248,4.07576,1.0199,14.9359,14.8656
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,27,0.883168,8.89091,4.07365,1.01274,14.9365,14.8605
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,28,0.885536,8.90978,4.06716,1.01274,14.9508,14.8752
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,29,0.882112,8.88591,4.0755,1.0199,14.9283,14.8634
