dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,512,0,6.13318,10.5456,58.755,14.4292,89.9843,89.863
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,512,1,5.67027,10.5338,53.9273,14.3729,84.6435,84.5043
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,512,2,5.67104,10.5368,52.997,14.3565,83.708,83.5612
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,512,3,5.6887,10.5355,53.3204,14.3596,84.0435,83.9041
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,512,4,5.67757,10.5336,53.0094,14.3094,83.6708,83.53
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,512,5,5.6769,10.5384,53.2789,14.3452,83.9793,83.8394
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,512,6,5.65882,10.5321,52.7825,14.3708,83.4832,83.3442
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,512,7,5.67536,10.542,53.5321,14.3503,84.2402,84.0998
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,512,8,5.67174,10.5333,53.0221,14.3432,83.7095,83.5703
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,512,9,5.67498,10.5323,53.2466,14.3473,83.9409,83.8012
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,512,10,5.66278,10.5366,53.3608,14.3954,84.0997,83.9556
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,512,11,5.69242,10.5326,53.4423,14.3872,84.1942,84.0545
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,512,12,5.67386,10.5357,53.1544,14.3729,83.8786,83.7369
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,512,13,5.68448,10.5347,53.4093,14.3657,84.1351,83.9942
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,512,14,5.67741,10.5371,53.4299,14.3575,84.1416,84.0019
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,512,15,5.68723,10.5339,53.1758,14.3391,83.8772,83.736
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,512,16,5.6905,10.5349,53.3533,14.3503,84.0674,83.929
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,512,17,5.67606,10.5308,53.32,14.3493,84.0151,83.8761
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,512,18,5.6783,10.5335,53.2051,14.3452,83.9039,83.7621
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,512,19,5.67699,10.5348,53.4594,14.3892,84.2012,84.0605
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,512,20,5.67082,10.533,53.2966,14.3555,83.9971,83.8558
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,512,21,5.66912,10.5354,53.5298,14.377,84.25,84.1113
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,512,22,5.67741,10.5369,53.2234,14.3565,83.9319,83.7943
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,512,23,5.68685,10.5341,53.3208,14.3483,84.0324,83.89
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,512,24,5.68163,10.5347,53.1935,14.3514,83.8988,83.7612
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,512,25,5.67459,10.537,53.6525,14.334,84.3369,84.198
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,512,26,5.6703,10.5353,53.2425,14.4015,83.9898,83.8497
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,512,27,5.6991,10.5428,53.3041,14.3462,84.0308,83.8922
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,512,28,5.66822,10.5338,53.0117,14.3555,83.7123,83.5692
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,512,29,5.66304,10.5304,53.1777,14.4138,83.9251,83.785
