dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,0,83.8362,1446.62,6.67294,3.01053,1540.34,1540.14
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,1,83.9868,1433.55,6.65662,2.3408,1526.66,1526.53
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,2,83.9868,1382.48,6.65459,2.33773,1475.63,1475.46
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,3,83.8073,1380.97,6.61036,2.32339,1473.87,1473.71
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,4,85.0037,1435.69,6.5825,2.32032,1529.19,1529.59
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,5,84.7088,1374.57,6.60097,2.32134,1468.35,1468.2
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,6,84.0524,1407.07,6.60118,2.31728,1500.2,1500.04
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,7,84.3606,1430.27,6.67459,2.34902,1523.83,1523.65
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,8,84.2716,1392.44,6.59374,2.31725,1485.78,1485.62
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,9,84.3983,1439.48,6.5693,2.31722,1532.81,1532.77
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,10,83.5614,1357.61,6.59785,2.31827,1450.24,1450.09
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,11,84.1057,1383.57,6.59255,2.31936,1476.74,1476.59
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,12,84.0118,1427.74,6.59038,2.31834,1520.82,1520.66
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,13,84.6076,1405.54,6.59102,2.3193,1499.21,1499.06
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,14,83.9854,1367.52,6.59247,2.31731,1460.57,1460.42
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,15,83.7918,1392.07,6.62061,2.32954,1484.98,1484.81
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,16,84.12,1389.38,6.65292,2.32752,1482.63,1482.48
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,17,83.5495,1361.27,6.60052,2.3183,1453.89,1453.74
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,18,83.9089,1373.06,6.59763,2.32035,1466.03,1465.88
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,19,84.4147,1370.38,6.56925,2.31725,1463.32,1463.68
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,20,84.6546,1437.45,6.5958,2.31725,1531.18,1531.02
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,21,84.0608,1444.02,6.58874,2.31414,1537.14,1536.99
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,22,85.057,1428.02,6.56964,2.31722,1521.98,1521.96
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,23,84.8997,1410.45,6.64215,2.33779,1503.92,1504.33
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,24,83.8686,1433.79,6.66818,2.34499,1526.85,1526.67
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,25,83.4277,1369.37,6.59052,2.31725,1461.86,1461.71
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,26,84.043,1407.47,6.59266,2.3152,1500.57,1500.42
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,27,84.4003,1427.99,6.59299,2.3193,1521.46,1521.31
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,28,83.7617,1401.33,6.59004,2.31414,1494.15,1493.99
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,29,84.3834,1377.74,6.56626,2.31728,1470.7,1471.01
