dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,0,1.04896,368.686,2.03134,0.790464,369.985,372.556
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,1,0.473984,251.7,1.99573,0.457664,254.566,254.628
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,2,0.468064,275.452,1.96737,0.464896,271.217,278.353
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,3,0.471072,251.142,1.98216,0.46176,254.053,254.057
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,4,0.468096,245.159,1.9654,0.453568,247.432,248.046
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,5,0.466848,259.328,1.96086,0.45568,248.817,262.211
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,6,0.466496,294.907,1.96012,0.45568,294.944,297.789
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,7,0.475136,265.968,1.95762,0.4608,260.978,268.861
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,8,0.477152,292.917,2.06746,0.494592,294.775,295.956
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,9,0.48032,291.768,1.96868,0.451584,280.081,294.669
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,10,0.468928,260.015,1.96558,0.453632,255.047,262.903
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,11,0.468352,296.927,1.96822,0.456704,294.6,299.82
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,12,0.4696,279.326,1.96763,0.459776,281.486,282.223
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,13,0.471616,295.21,1.98065,0.46592,296.491,298.128
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,14,0.47648,268.958,2.00225,0.463872,270.884,271.901
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,15,0.472928,263.178,1.95982,0.452608,262.457,266.063
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,16,0.47696,267.494,1.96385,0.461792,270.337,270.397
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,17,0.468448,280.394,1.96829,0.464864,281.478,283.295
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,18,0.46208,265.65,1.95185,0.45568,266.982,268.52
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,19,0.4744,260.799,1.96396,0.456672,263.658,263.694
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,20,0.469248,256.729,1.95626,0.452608,257.592,259.607
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,21,0.467648,267.42,1.95946,0.454656,269.03,270.302
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,22,0.469056,266.858,1.96292,0.455648,269.052,269.745
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,23,0.466304,303.662,1.96909,0.456672,306.325,306.554
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,24,0.468768,318.675,1.97941,0.460768,320.41,321.584
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,25,0.46192,277.857,1.95949,0.452608,272.964,280.731
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,26,0.470944,321.407,1.96921,0.45872,322.994,324.306
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,27,0.46032,261.1,1.95622,0.453632,261.183,263.97
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,28,0.484224,286.233,1.98542,0.464864,289.166,289.168
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,29,0.484704,292.707,2.01697,0.463808,295.609,295.672
