dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | P | P | P | P",6,512,0,1.95462,0,2488.99,2.81901,2493.69,2493.77
3,double,uniform,GPU,"P | P | P | P | P | P",6,512,1,0.93968,0,1812.4,2.27626,1815.26,1815.62
3,double,uniform,GPU,"P | P | P | P | P | P",6,512,2,0.93664,0,1774.7,2.25171,1777.52,1777.89
3,double,uniform,GPU,"P | P | P | P | P | P",6,512,3,0.944064,0,1759.89,2.26611,1762.73,1763.1
3,double,uniform,GPU,"P | P | P | P | P | P",6,512,4,0.93328,0,1775.56,2.26397,1778.41,1778.76
3,double,uniform,GPU,"P | P | P | P | P | P",6,512,5,0.934144,0,1784.13,2.27936,1787.02,1787.34
3,double,uniform,GPU,"P | P | P | P | P | P",6,512,6,0.936576,0,1754.04,2.26397,1756.86,1757.24
3,double,uniform,GPU,"P | P | P | P | P | P",6,512,7,0.930208,0,1723.93,2.25373,1726.73,1727.12
3,double,uniform,GPU,"P | P | P | P | P | P",6,512,8,0.937248,0,1887.81,2.2599,1890.69,1891.01
3,double,uniform,GPU,"P | P | P | P | P | P",6,512,9,0.942752,0,1832.79,2.26704,1835.62,1836
3,double,uniform,GPU,"P | P | P | P | P | P",6,512,10,0.930176,0,1743.35,2.24966,1746.15,1746.53
3,double,uniform,GPU,"P | P | P | P | P | P",6,512,11,0.9384,0,1721.61,2.26822,1724.43,1724.82
3,double,uniform,GPU,"P | P | P | P | P | P",6,512,12,0.937664,0,1756.37,2.25168,1759.24,1759.56
3,double,uniform,GPU,"P | P | P | P | P | P",6,512,13,0.927584,0,1730.62,2.24864,1733.43,1733.8
3,double,uniform,GPU,"P | P | P | P | P | P",6,512,14,0.940768,0,1779.79,2.26397,1782.6,1782.99
3,double,uniform,GPU,"P | P | P | P | P | P",6,512,15,0.93728,0,1719.02,2.26608,1721.89,1722.22
3,double,uniform,GPU,"P | P | P | P | P | P",6,512,16,0.926656,0,1728.84,2.24861,1731.64,1732.02
3,double,uniform,GPU,"P | P | P | P | P | P",6,512,17,0.927488,0,1769.75,2.25994,1772.56,1772.94
3,double,uniform,GPU,"P | P | P | P | P | P",6,512,18,0.927456,0,1720.98,2.24963,1723.78,1724.16
3,double,uniform,GPU,"P | P | P | P | P | P",6,512,19,0.937728,0,1712.74,2.27117,1715.57,1715.95
3,double,uniform,GPU,"P | P | P | P | P | P",6,512,20,0.93584,0,1735.58,2.2527,1738.42,1738.77
3,double,uniform,GPU,"P | P | P | P | P | P",6,512,21,0.928064,0,1732.26,2.24762,1735.06,1735.44
3,double,uniform,GPU,"P | P | P | P | P | P",6,512,22,0.927104,0,1766.66,2.25782,1769.47,1769.85
3,double,uniform,GPU,"P | P | P | P | P | P",6,512,23,0.930304,0,1722.57,2.25581,1725.38,1725.76
3,double,uniform,GPU,"P | P | P | P | P | P",6,512,24,0.930944,0,1724.12,2.25888,1726.94,1727.31
3,double,uniform,GPU,"P | P | P | P | P | P",6,512,25,0.925888,0,1719.82,2.24861,1722.61,1723
3,double,uniform,GPU,"P | P | P | P | P | P",6,512,26,0.92608,0,1763.56,2.25891,1766.37,1766.75
3,double,uniform,GPU,"P | P | P | P | P | P",6,512,27,0.92992,0,1738.87,2.25485,1741.68,1742.06
3,double,uniform,GPU,"P | P | P | P | P | P",6,512,28,0.938464,0,1767.89,2.26912,1770.73,1771.09
3,double,uniform,GPU,"P | P | P | P | P | P",6,512,29,0.93376,0,1735.16,2.26605,1737.99,1738.36
