dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",2,512,0,113.494,23.3203,10.7172,3.90246,151.153,151.434
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",2,512,1,113.28,17.1398,10.8412,3.712,143.645,144.973
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",2,512,2,112.08,17.1649,10.639,3.71098,143.694,143.595
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",2,512,3,111.829,17.5847,10.6614,3.69766,143.68,143.773
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",2,512,4,112.244,17.3172,10.5745,3.70381,143.591,143.839
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",2,512,5,111.939,17.3352,10.7499,3.70688,143.064,143.731
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",2,512,6,112.167,17.1866,10.6749,3.70688,143.846,143.735
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",2,512,7,111.987,17.1292,10.8492,3.71507,142.909,143.68
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",2,512,8,112.081,17.1888,10.5766,3.70586,142.758,143.553
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",2,512,9,113.512,17.1558,10.9706,3.70278,144.582,145.341
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",2,512,10,111.908,17.133,10.8626,3.70381,142.769,143.608
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",2,512,11,111.084,17.2952,10.91,3.71405,142.828,143.003
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",2,512,12,113.059,17.1358,10.9514,3.70483,143.594,144.851
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",2,512,13,113.2,17.2441,10.5333,3.69869,143.847,144.676
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",2,512,14,111.939,17.137,10.8102,3.7079,142.943,143.594
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",2,512,15,111.991,17.1446,10.9191,3.7079,143.861,143.763
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",2,512,16,111.626,17.5316,10.5718,3.70074,142.785,143.431
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",2,512,17,113.18,17.1269,10.967,3.70278,143.54,144.977
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",2,512,18,113.173,17.1451,10.9181,3.70586,143.646,144.942
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",2,512,19,111.806,17.1391,10.651,3.70381,143.402,143.3
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",2,512,20,111.246,17.9742,10.8017,3.71712,143.553,143.739
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",2,512,21,111.814,17.1274,10.7143,3.70995,142.721,143.365
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",2,512,22,113.252,17.1405,10.647,3.72122,143.387,144.761
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",2,512,23,113.102,17.1258,10.754,3.69562,143.924,144.677
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",2,512,24,113.447,17.1456,10.8379,3.70381,144.245,145.135
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",2,512,25,113.329,17.324,10.5658,3.70176,143.5,144.921
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",2,512,26,112.44,17.1592,10.711,3.71098,144.126,144.021
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",2,512,27,111.106,17.1254,10.7041,3.712,142.44,142.647
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",2,512,28,111.774,17.4936,10.5403,3.70074,142.844,143.508
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",2,512,29,112.085,17.15,10.6124,3.70176,142.775,143.549
