dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | P | P | D | N",6,512,0,44.2325,562.253,3.44031,1.58918,611.703,611.515
3,float,uniform,CPU,"P | P | P | P | D | N",6,512,1,42.6908,420.228,3.40721,1.17341,455.926,467.499
3,float,uniform,CPU,"P | P | P | P | D | N",6,512,2,43.1123,419.321,3.4075,1.1775,467.148,467.018
3,float,uniform,CPU,"P | P | P | P | D | N",6,512,3,42.6013,413.828,3.39035,1.17443,458.47,460.995
3,float,uniform,CPU,"P | P | P | P | D | N",6,512,4,42.7247,412.103,3.45492,1.19392,458.085,459.477
3,float,uniform,CPU,"P | P | P | P | D | N",6,512,5,43.2426,411.836,3.4112,1.17136,459.78,459.661
3,float,uniform,CPU,"P | P | P | P | D | N",6,512,6,42.9769,417.51,3.42353,1.18365,465.263,465.095
3,float,uniform,CPU,"P | P | P | P | D | N",6,512,7,42.6423,415.449,3.40924,1.17651,462.008,462.677
3,float,uniform,CPU,"P | P | P | P | D | N",6,512,8,42.6103,413.019,3.39206,1.17654,460.12,460.198
3,float,uniform,CPU,"P | P | P | P | D | N",6,512,9,42.9984,413.304,3.40259,1.1735,460.997,460.878
3,float,uniform,CPU,"P | P | P | P | D | N",6,512,10,43.007,414.912,3.40442,1.18058,462.624,462.504
3,float,uniform,CPU,"P | P | P | P | D | N",6,512,11,42.7034,412.531,3.40703,1.1745,459.94,459.816
3,float,uniform,CPU,"P | P | P | P | D | N",6,512,12,43.0864,413.727,3.42073,1.17549,461.53,461.409
3,float,uniform,CPU,"P | P | P | P | D | N",6,512,13,42.6369,803.194,3.39654,1.1745,411.08,850.402
3,float,uniform,CPU,"P | P | P | P | D | N",6,512,14,43.0377,451.1,3.45017,1.19594,485.021,498.784
3,float,uniform,CPU,"P | P | P | P | D | N",6,512,15,43.7016,427.861,3.43875,1.1704,476.319,476.172
3,float,uniform,CPU,"P | P | P | P | D | N",6,512,16,42.5509,416.684,3.38775,1.17242,460.84,463.795
3,float,uniform,CPU,"P | P | P | P | D | N",6,512,17,42.5885,418.123,3.39281,1.17651,457.179,465.281
3,float,uniform,CPU,"P | P | P | P | D | N",6,512,18,43.0145,414.666,3.3946,1.17238,461.597,462.247
3,float,uniform,CPU,"P | P | P | P | D | N",6,512,19,42.9925,412.312,3.39003,1.17242,456.643,459.867
3,float,uniform,CPU,"P | P | P | P | D | N",6,512,20,42.7582,412.689,3.42156,1.17552,460.16,460.044
3,float,uniform,CPU,"P | P | P | P | D | N",6,512,21,42.7836,413.189,3.40598,1.18365,460.679,460.562
3,float,uniform,CPU,"P | P | P | P | D | N",6,512,22,42.6317,412.474,3.40967,1.17347,459.809,459.688
3,float,uniform,CPU,"P | P | P | P | D | N",6,512,23,42.4876,424.546,3.41204,1.17245,471.742,471.618
3,float,uniform,CPU,"P | P | P | P | D | N",6,512,24,43.0843,413.681,3.385,1.17446,459.042,461.324
3,float,uniform,CPU,"P | P | P | P | D | N",6,512,25,42.4527,415.065,3.38663,1.17245,459.698,462.077
3,float,uniform,CPU,"P | P | P | P | D | N",6,512,26,42.562,412.491,3.38575,1.17651,458.904,459.615
3,float,uniform,CPU,"P | P | P | P | D | N",6,512,27,43.0313,412.147,3.41412,1.17344,459.886,459.766
3,float,uniform,CPU,"P | P | P | P | D | N",6,512,28,43.5588,411.659,3.44152,1.18979,459.452,459.849
3,float,uniform,CPU,"P | P | P | P | D | N",6,512,29,42.6318,414.245,3.4139,1.1735,460.276,461.464
