dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | P | P | P | P",2,512,0,230.324,0,241.281,7.45574,478.382,479.061
3,double,uniform,CPU,"P | P | P | P | P | P",2,512,1,227.009,0,79.4842,7.18131,312.534,313.675
3,double,uniform,CPU,"P | P | P | P | P | P",2,512,2,228.965,0,79.3575,7.13933,312.899,315.462
3,double,uniform,CPU,"P | P | P | P | P | P",2,512,3,227.632,0,79.3518,7.16902,312.43,314.152
3,double,uniform,CPU,"P | P | P | P | P | P",2,512,4,225.723,0,79.6078,7.14445,312.5,312.475
3,double,uniform,CPU,"P | P | P | P | P | P",2,512,5,226.658,0,79.4638,7.14854,312.429,313.27
3,double,uniform,CPU,"P | P | P | P | P | P",2,512,6,228.285,0,79.0539,7.16493,313.929,314.504
3,double,uniform,CPU,"P | P | P | P | P | P",2,512,7,227.661,0,79.4433,7.14547,312.936,314.25
3,double,uniform,CPU,"P | P | P | P | P | P",2,512,8,228.194,0,79.2578,7.14957,314.002,314.601
3,double,uniform,CPU,"P | P | P | P | P | P",2,512,9,226.077,0,79.8385,7.15776,312.683,313.073
3,double,uniform,CPU,"P | P | P | P | P | P",2,512,10,227.518,0,79.4715,7.15571,314.233,314.145
3,double,uniform,CPU,"P | P | P | P | P | P",2,512,11,227.051,0,79.2884,7.14445,312.473,313.483
3,double,uniform,CPU,"P | P | P | P | P | P",2,512,12,227.153,0,80.1255,7.12909,314.108,314.408
3,double,uniform,CPU,"P | P | P | P | P | P",2,512,13,228.674,0,79.6377,7.17107,314.49,315.483
3,double,uniform,CPU,"P | P | P | P | P | P",2,512,14,226.424,0,80.0485,7.168,313.702,313.641
3,double,uniform,CPU,"P | P | P | P | P | P",2,512,15,228.239,0,79.5809,7.15674,313.006,314.976
3,double,uniform,CPU,"P | P | P | P | P | P",2,512,16,226.832,0,79.6643,7.16288,312.626,313.659
3,double,uniform,CPU,"P | P | P | P | P | P",2,512,17,227.769,0,80.0387,7.15059,312.759,314.958
3,double,uniform,CPU,"P | P | P | P | P | P",2,512,18,227.727,0,79.3955,7.18029,312.247,314.303
3,double,uniform,CPU,"P | P | P | P | P | P",2,512,19,227.789,0,79.5132,7.14138,314.539,314.444
3,double,uniform,CPU,"P | P | P | P | P | P",2,512,20,227.597,0,79.6961,7.17107,313.743,314.464
3,double,uniform,CPU,"P | P | P | P | P | P",2,512,21,227.793,0,80.1423,7.14035,313.332,315.075
3,double,uniform,CPU,"P | P | P | P | P | P",2,512,22,228.276,0,79.3179,7.17312,314.857,314.767
3,double,uniform,CPU,"P | P | P | P | P | P",2,512,23,228.37,0,79.4427,7.15878,312.427,314.971
3,double,uniform,CPU,"P | P | P | P | P | P",2,512,24,227.527,0,79.6429,7.14752,313.582,314.317
3,double,uniform,CPU,"P | P | P | P | P | P",2,512,25,227.502,0,79.7058,7.14752,314.027,314.355
3,double,uniform,CPU,"P | P | P | P | P | P",2,512,26,227.468,0,80.229,7.15878,314.786,314.856
3,double,uniform,CPU,"P | P | P | P | P | P",2,512,27,227.092,0,79.4913,7.16698,312.379,313.75
3,double,uniform,CPU,"P | P | P | P | P | P",2,512,28,226.144,0,79.4545,7.13626,312.256,312.734
3,double,uniform,CPU,"P | P | P | P | P | P",2,512,29,228.706,0,79.5418,7.11168,313.983,315.359
