dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,512,0,2.15066,23.274,11.3104,3.9209,40.7435,40.6559
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,512,1,1.70483,17.3907,11.2881,3.71405,34.1436,34.0976
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,512,2,1.71341,17.3856,11.185,3.70381,34.0301,33.9878
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,512,3,1.708,17.3826,11.2445,3.712,34.0958,34.0471
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,512,4,1.7096,17.3857,11.2841,3.70893,34.1297,34.0883
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,512,5,1.71165,17.3839,11.1792,3.71814,34.043,33.9929
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,512,6,1.71037,17.3786,11.1664,3.71712,34.0144,33.9725
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,512,7,1.70563,17.3834,11.1917,3.71405,34.0397,33.9947
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,512,8,1.70688,17.3802,11.17,3.72224,34.0276,33.9793
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,512,9,1.72304,17.3911,11.1765,3.71712,34.0534,34.0078
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,512,10,1.70682,17.3819,11.1607,3.7161,34.0117,33.9655
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,512,11,1.70582,17.3805,11.1696,3.71302,34.0164,33.9689
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,512,12,1.7113,17.3756,11.1572,3.712,33.9968,33.9561
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,512,13,1.7129,17.3867,11.1652,3.71405,34.026,33.9789
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,512,14,1.71277,17.3825,11.2783,3.70893,34.1477,34.0825
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,512,15,1.70976,17.3955,11.1891,3.712,34.0671,34.0064
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,512,16,1.70813,17.3904,11.1674,3.71405,34.0298,33.98
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,512,17,1.70486,17.3839,11.2166,3.70176,34.059,34.0071
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,512,18,1.70445,17.3869,11.3625,3.71302,34.2196,34.1669
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,512,19,1.71322,17.3794,11.3463,3.712,34.1943,34.1509
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,512,20,1.70544,17.2979,11.0487,3.71405,33.8243,33.7662
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,512,21,1.70496,17.2973,10.9781,3.71405,33.7465,33.6943
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,512,22,1.70394,17.3073,11.0248,3.70278,33.8003,33.7388
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,512,23,1.7065,17.2986,11.2157,3.70586,33.9879,33.9267
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,512,24,1.70595,17.3103,10.9697,3.69869,33.7387,33.6846
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,512,25,1.70211,17.2889,11.0464,3.71302,33.8045,33.7505
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,512,26,1.70307,17.3027,11.1875,3.71098,33.9586,33.9042
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,512,27,1.69686,17.297,11.1963,3.70893,33.9595,33.899
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,512,28,1.70627,17.2988,11.0448,3.71712,33.8193,33.767
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,512,29,1.70387,17.2924,11.1451,3.7161,33.9129,33.8576
