dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,0,115.906,15.7061,10.3497,2.12685,143.811,144.088
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,1,114.48,9.60682,10.3227,2.00192,135.375,136.412
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,2,115.042,9.5397,9.94993,1.96198,135.507,136.493
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,3,115.463,9.36853,9.06646,1.89645,135.299,135.794
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,4,113.837,9.36732,9.05938,1.90259,133.59,134.166
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,5,114.103,9.36695,9.06823,1.90157,134.527,134.44
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,6,114.902,9.3703,9.06489,1.89952,134.895,135.237
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,7,114.146,9.36696,9.06466,1.90157,134.567,134.479
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,8,114.561,9.41839,9.07118,1.90259,134.762,134.953
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,9,115.037,9.3742,9.0637,1.90157,134.534,135.376
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,10,114.689,9.44557,9.06154,1.89542,134.842,135.092
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,11,114.81,9.36779,9.07351,1.90259,134.447,135.154
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,12,114.508,9.36744,9.0591,1.90464,134.928,134.839
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,13,114.587,9.36976,9.06663,1.90362,133.873,134.927
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,14,113.436,9.36768,9.06895,1.91181,133.544,133.785
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,15,114.268,9.36693,9.06075,1.8985,134.685,134.594
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,16,114.519,9.3681,9.06144,1.90054,134.464,134.849
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,17,114.392,9.37685,9.06493,1.89542,133.839,134.729
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,18,114.809,9.37237,9.06728,1.8944,134.925,135.143
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,19,116.029,9.3846,9.06874,1.89747,135.675,136.38
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,20,115.376,9.37265,9.06021,1.90362,135.799,135.712
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,21,114.782,9.37486,9.06538,1.89952,134.768,135.122
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,22,114.751,9.48777,9.06278,1.8985,135.159,135.2
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,23,114.585,9.38037,9.06925,1.90566,134.043,134.94
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,24,115.402,9.36766,9.07178,1.90054,135.08,135.742
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,25,114.787,9.36872,9.06066,1.90157,134.31,135.118
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,26,114.584,9.37848,9.0642,1.89645,134.097,134.923
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,27,114.604,9.4182,9.06224,1.90157,134.779,134.986
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,28,114.947,9.55695,9.06392,1.89542,135.333,135.463
3,float,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,512,29,114.296,9.37208,9.06149,1.89645,133.761,134.626
