dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"D | D | D | D | N | D",4,512,0,0.76608,678.035,6.6856,1.75923,687.384,687.246
3,float,uniform,GPU,"D | D | D | D | N | D",4,512,1,0.72576,689.127,6.97177,0.871424,697.809,697.696
3,float,uniform,GPU,"D | D | D | D | N | D",4,512,2,0.726592,680.444,6.97215,0.869344,689.131,689.012
3,float,uniform,GPU,"D | D | D | D | N | D",4,512,3,0.732864,678.57,6.65544,0.866304,686.974,686.825
3,float,uniform,GPU,"D | D | D | D | N | D",4,512,4,0.725952,673.345,6.96773,0.882624,682.028,681.921
3,float,uniform,GPU,"D | D | D | D | N | D",4,512,5,0.725536,668.249,6.96546,0.872384,676.923,676.813
3,float,uniform,GPU,"D | D | D | D | N | D",4,512,6,0.72544,673.2,6.96676,0.870368,681.876,681.763
3,float,uniform,GPU,"D | D | D | D | N | D",4,512,7,0.728704,682.468,6.96728,0.868288,691.146,691.032
3,float,uniform,GPU,"D | D | D | D | N | D",4,512,8,0.723936,683.855,6.96368,0.868352,692.519,692.411
3,float,uniform,GPU,"D | D | D | D | N | D",4,512,9,0.726272,664.6,6.96992,0.872416,673.277,673.169
3,float,uniform,GPU,"D | D | D | D | N | D",4,512,10,0.724896,695.636,6.9757,0.871424,704.315,704.208
3,float,uniform,GPU,"D | D | D | D | N | D",4,512,11,0.724832,667.293,6.96178,0.869408,675.958,675.849
3,float,uniform,GPU,"D | D | D | D | N | D",4,512,12,0.72352,679.911,6.96536,0.870336,688.579,688.471
3,float,uniform,GPU,"D | D | D | D | N | D",4,512,13,0.730752,659.239,7.04278,0.882624,668.024,667.896
3,float,uniform,GPU,"D | D | D | D | N | D",4,512,14,0.725184,669.643,6.9657,0.872352,678.314,678.207
3,float,uniform,GPU,"D | D | D | D | N | D",4,512,15,0.723232,665.712,6.97357,0.868288,674.393,674.277
3,float,uniform,GPU,"D | D | D | D | N | D",4,512,16,0.723968,675.919,6.96385,0.867328,684.585,684.474
3,float,uniform,GPU,"D | D | D | D | N | D",4,512,17,0.72592,669.26,6.97111,0.871392,677.938,677.828
3,float,uniform,GPU,"D | D | D | D | N | D",4,512,18,0.723392,673.46,6.96679,0.87136,682.128,682.022
3,float,uniform,GPU,"D | D | D | D | N | D",4,512,19,0.725472,663.049,6.96717,0.869376,671.717,671.611
3,float,uniform,GPU,"D | D | D | D | N | D",4,512,20,0.72416,669.615,6.97084,0.87136,678.29,678.182
3,float,uniform,GPU,"D | D | D | D | N | D",4,512,21,0.72448,666.794,6.96209,0.872416,675.461,675.353
3,float,uniform,GPU,"D | D | D | D | N | D",4,512,22,0.724672,663.982,6.96486,0.872384,672.652,672.544
3,float,uniform,GPU,"D | D | D | D | N | D",4,512,23,0.724352,659.145,6.96517,0.8704,667.811,667.705
3,float,uniform,GPU,"D | D | D | D | N | D",4,512,24,0.725472,665.616,6.96618,0.8704,674.285,674.178
3,float,uniform,GPU,"D | D | D | D | N | D",4,512,25,0.73072,666.019,7.02566,0.889792,674.793,674.665
3,float,uniform,GPU,"D | D | D | D | N | D",4,512,26,0.72304,665.712,6.97575,0.868416,674.391,674.279
3,float,uniform,GPU,"D | D | D | D | N | D",4,512,27,0.723808,673.49,6.96396,0.870368,682.154,682.048
3,float,uniform,GPU,"D | D | D | D | N | D",4,512,28,0.722656,667.649,6.96959,0.870368,676.316,676.211
3,float,uniform,GPU,"D | D | D | D | N | D",4,512,29,0.7224,667.224,6.97146,0.8704,675.907,675.789
