dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,0,1.49888,1930.57,12.3795,4.27722,1948.95,1948.73
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,1,1.41261,1979.86,12.3169,3.34534,1997.07,1996.94
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,2,1.41744,1904.66,12.3696,3.36896,1921.97,1921.81
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,3,1.40659,1855.28,12.2893,3.33923,1872.45,1872.32
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,4,1.40861,1927.29,12.2912,3.3393,1944.46,1944.33
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,5,1.40352,1935.31,12.2919,3.33821,1952.47,1952.35
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,6,1.41798,1907.44,12.2946,3.33712,1924.63,1924.49
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,7,1.41853,1930.93,12.355,3.36275,1948.22,1948.07
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,8,1.40682,1928.8,12.3066,3.33923,1945.99,1945.85
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,9,1.4056,1981.02,12.3005,3.33818,1998.19,1998.06
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,10,1.40752,1881.92,12.2989,3.33821,1899.09,1898.96
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,11,1.41933,1892.06,12.3197,3.3505,1909.3,1909.15
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,12,1.40829,1953.96,12.3601,3.3536,1971.21,1971.08
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,13,1.40778,1863.84,12.2932,3.33814,1881,1880.88
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,14,1.40624,1860.15,12.2994,3.34029,1877.32,1877.2
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,15,1.41722,1883.51,12.3412,3.36278,1900.78,1900.63
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,16,1.40611,1900.76,12.31,3.34122,1917.94,1917.81
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,17,1.40835,1920.19,12.2863,3.33715,1937.36,1937.22
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,18,1.40688,1883.1,12.2978,3.33715,1900.26,1900.14
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,19,1.40573,1898.68,12.2874,3.33821,1915.84,1915.71
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,20,1.40544,1864.19,12.291,3.33715,1881.35,1881.22
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,21,1.40749,1876.54,12.3409,3.33814,1893.76,1893.63
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,22,1.42246,2034.09,12.3537,3.34534,2051.37,2051.22
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,23,1.40618,1971.78,12.3414,3.35254,1989.01,1988.88
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,24,1.40586,1929.63,12.3289,3.33712,1946.83,1946.71
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,25,1.40614,1885.08,12.2946,3.34125,1902.25,1902.12
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,26,1.40515,1905.96,12.2898,3.33619,1923.12,1922.99
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,27,1.40403,1920.48,12.2959,3.34125,1937.65,1937.52
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,28,1.42115,1916.14,12.36,3.34851,1933.47,1933.27
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,29,1.4015,1890.51,12.3691,3.34842,1907.76,1907.63
