dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,0,0.98624,945.348,6.17516,1.78176,870.715,954.291
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,1,0.961536,915.101,6.17358,1.06291,830.717,923.299
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,2,0.972416,945.598,6.10737,1.0711,847.09,953.749
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,3,0.973376,899.59,6.12817,1.05984,821.064,907.752
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,4,0.961568,890.329,6.1087,1.07008,803.764,898.469
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,5,0.953984,903.729,6.13669,1.06906,822.245,911.888
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,6,0.957344,900.542,6.12408,1.07315,815.87,908.697
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,7,0.960928,905.641,6.13896,1.07418,821.283,913.816
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,8,0.960416,899.205,6.18966,1.06906,806.23,907.424
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,9,0.958432,900.677,6.09506,1.0711,806.708,908.802
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,10,0.957216,887.44,6.15178,1.06394,783.396,895.613
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,11,0.96608,879.579,6.13684,1.0711,796.667,887.753
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,12,0.980416,875.12,6.16841,1.06803,785.128,883.336
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,13,0.97728,898.269,6.13361,1.06291,798.874,906.443
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,14,0.97328,868.569,6.12352,1.07008,821.372,876.736
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,15,0.957408,871.785,6.1508,1.06803,789.303,879.961
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,16,0.975136,890.207,6.09999,1.06086,823.049,898.343
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,17,0.95744,894.538,6.0608,1.06394,813.03,902.62
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,18,0.957248,880.233,6.1599,1.06291,802.145,888.413
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,19,0.959168,890.073,6.16473,1.06906,798.279,898.266
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,20,0.958464,879.142,6.16317,1.06291,789.002,887.326
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,21,0.973696,887.339,6.12657,1.06496,812.72,895.504
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,22,0.973088,902.186,6.16399,1.06803,818.054,910.392
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,23,0.972,885.86,6.12131,1.06496,808.141,894.018
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,24,0.974272,882.696,6.13867,1.06803,799.218,890.877
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,25,0.955648,865.448,6.15974,1.06189,781.883,873.625
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,26,0.955328,871.609,6.10959,1.06086,797.552,879.735
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,27,0.955648,884.661,6.14535,1.06394,811.948,892.826
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,28,0.955872,899.725,6.16372,1.06803,817.809,907.913
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,29,0.955296,876.873,6.17213,1.06704,805.486,885.068
