dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"D | D | D | D | N | D",8,512,0,61.1472,687.652,6.91244,1.10282,737.457,756.814
3,double,uniform,CPU,"D | D | D | D | N | D",8,512,1,59.5132,515.53,6.88602,0.736224,579.543,582.665
3,double,uniform,CPU,"D | D | D | D | N | D",8,512,2,60.1216,504.086,6.87467,0.732096,569.896,571.815
3,double,uniform,CPU,"D | D | D | D | N | D",8,512,3,59.6801,498.227,6.87418,0.734208,564.094,565.515
3,double,uniform,CPU,"D | D | D | D | N | D",8,512,4,59.9595,493.759,6.92932,0.753664,560.42,561.401
3,double,uniform,CPU,"D | D | D | D | N | D",8,512,5,60.3833,491.152,6.88821,0.733152,555.535,559.157
3,double,uniform,CPU,"D | D | D | D | N | D",8,512,6,60.3478,493.156,6.87366,0.731072,557.813,561.109
3,double,uniform,CPU,"D | D | D | D | N | D",8,512,7,59.3933,510.043,6.87418,0.736256,570.64,577.047
3,double,uniform,CPU,"D | D | D | D | N | D",8,512,8,63.4491,494.81,6.94243,0.7608,565.94,565.962
3,double,uniform,CPU,"D | D | D | D | N | D",8,512,9,60.0979,506.054,6.87351,0.732128,572.971,573.758
3,double,uniform,CPU,"D | D | D | D | N | D",8,512,10,59.7129,490.995,6.87531,0.734176,553.851,558.317
3,double,uniform,CPU,"D | D | D | D | N | D",8,512,11,63.922,495.051,6.91204,0.741376,566.741,566.627
3,double,uniform,CPU,"D | D | D | D | N | D",8,512,12,64.1534,501.492,6.91352,0.741376,573.414,573.3
3,double,uniform,CPU,"D | D | D | D | N | D",8,512,13,64.2542,484.57,6.90724,0.744416,556.586,556.476
3,double,uniform,CPU,"D | D | D | D | N | D",8,512,14,63.2862,502.504,6.88207,0.733184,573.41,573.405
3,double,uniform,CPU,"D | D | D | D | N | D",8,512,15,60.0028,513.683,6.87149,0.733216,577.852,581.29
3,double,uniform,CPU,"D | D | D | D | N | D",8,512,16,59.6143,516.117,6.89705,0.741376,581.493,583.37
3,double,uniform,CPU,"D | D | D | D | N | D",8,512,17,63.7071,489.045,6.92844,0.746464,560.567,560.427
3,double,uniform,CPU,"D | D | D | D | N | D",8,512,18,64.1796,520.949,6.97567,0.739296,592.961,592.843
3,double,uniform,CPU,"D | D | D | D | N | D",8,512,19,63.5007,507.461,6.87278,0.734144,578.505,578.568
3,double,uniform,CPU,"D | D | D | D | N | D",8,512,20,63.752,497.758,6.91304,0.742368,569.278,569.166
3,double,uniform,CPU,"D | D | D | D | N | D",8,512,21,63.5097,492.536,6.87156,0.734176,563.56,563.651
3,double,uniform,CPU,"D | D | D | D | N | D",8,512,22,60.0189,500.873,6.88277,0.738304,561.941,568.513
3,double,uniform,CPU,"D | D | D | D | N | D",8,512,23,59.4862,505.161,6.87725,0.731104,567.58,572.255
3,double,uniform,CPU,"D | D | D | D | N | D",8,512,24,63.5021,491.584,6.90227,0.73824,562.838,562.727
3,double,uniform,CPU,"D | D | D | D | N | D",8,512,25,60.0641,528.565,6.87944,0.738304,592.263,596.247
3,double,uniform,CPU,"D | D | D | D | N | D",8,512,26,63.5274,507.066,6.90149,0.73824,578.346,578.233
3,double,uniform,CPU,"D | D | D | D | N | D",8,512,27,59.9839,512.994,6.88265,0.7352,579.434,580.595
3,double,uniform,CPU,"D | D | D | D | N | D",8,512,28,59.6163,511.033,6.87308,0.734208,575.573,578.257
3,double,uniform,CPU,"D | D | D | D | N | D",8,512,29,59.8797,516.845,6.86779,0.733184,583.355,584.325
