dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,0,59.7813,18.6489,1.94054,0.70656,82.3807,81.0773
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,1,59.0454,8.75723,1.98405,0.572416,70.8667,70.3591
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,2,58.9492,8.76921,1.9728,0.551936,71.3741,70.2431
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,3,59.1058,8.75638,1.96737,0.569344,70.8601,70.3989
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,4,59.4074,8.60227,1.92231,0.561152,70.9336,70.4931
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,5,59.67,8.74643,1.9616,0.566272,71.0378,70.9443
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,6,59.058,8.76601,1.96558,0.572416,70.9836,70.362
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,7,58.8747,8.80973,1.96633,0.577536,70.8461,70.2282
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,8,59.3413,8.76143,1.96931,0.56832,70.5119,70.6404
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,9,59.2164,8.75026,1.9667,0.562176,70.6779,70.4956
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,10,59.2459,8.58018,1.9159,0.561152,70.8144,70.3031
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,11,59.1666,8.76835,1.96223,0.57344,70.7653,70.4706
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,12,59.1313,8.79691,1.96974,0.572416,70.931,70.4704
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,13,59.413,8.75393,1.96904,0.567296,70.4788,70.7033
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,14,59.4379,8.75245,1.9676,0.569344,71.029,70.7272
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,15,59.2422,8.75736,1.96264,0.562176,71.5504,70.5244
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,16,59.1768,8.7468,1.95773,0.567296,70.4712,70.4486
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,17,59.2501,8.86264,1.91213,0.562176,71.5668,70.5871
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,18,59.4656,8.75817,1.96467,0.574464,71.4074,70.7629
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,19,59.4279,8.78837,1.96924,0.564224,71.2201,70.7497
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,20,58.8756,8.75677,1.96348,0.5632,71.2622,70.1591
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,21,59.0694,8.78232,1.97135,0.564224,71.2616,70.3873
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,22,59.0075,8.76064,1.97199,0.55808,71.3332,70.2982
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,23,59.1308,8.82747,1.91533,0.560128,71.4744,70.4337
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,24,59.4038,8.63708,1.91049,0.562176,70.9477,70.5135
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,25,58.8908,8.75487,1.96775,0.570368,71.3956,70.1837
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,26,59.3921,8.75472,1.97075,0.564224,70.8456,70.6818
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,27,58.977,8.82351,1.96621,0.567296,71.0145,70.334
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,28,59.0458,8.75432,1.9651,0.5632,70.7595,70.3284
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,29,59.2022,8.86279,1.96519,0.5632,71.3817,70.5934
