dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"D | D | D | D | D | D",1,512,0,225.873,5.29943,37.1857,4.06426,272.527,272.422
3,float,uniform,CPU,"D | D | D | D | D | D",1,512,1,224.825,5.29469,31.6915,3.7847,265.673,265.596
3,float,uniform,CPU,"D | D | D | D | D | D",1,512,2,222.497,5.29271,31.7137,3.78061,263.361,263.284
3,float,uniform,CPU,"D | D | D | D | D | D",1,512,3,222.879,5.29097,31.7149,3.76627,263.731,263.651
3,float,uniform,CPU,"D | D | D | D | D | D",1,512,4,222.221,5.29391,31.7233,3.78368,263.099,263.022
3,float,uniform,CPU,"D | D | D | D | D | D",1,512,5,222.831,5.28845,31.6313,3.77856,263.603,263.529
3,float,uniform,CPU,"D | D | D | D | D | D",1,512,6,224.27,5.2906,31.6074,3.77344,265.02,264.941
3,float,uniform,CPU,"D | D | D | D | D | D",1,512,7,222.019,5.28983,31.6497,3.78573,262.824,262.744
3,float,uniform,CPU,"D | D | D | D | D | D",1,512,8,224.178,5.29127,31.6114,3.78266,264.942,264.864
3,float,uniform,CPU,"D | D | D | D | D | D",1,512,9,222.129,5.30111,31.6006,3.77958,262.906,262.81
3,float,uniform,CPU,"D | D | D | D | D | D",1,512,10,224.132,5.29759,31.6283,3.79187,264.936,264.85
3,float,uniform,CPU,"D | D | D | D | D | D",1,512,11,224.588,5.29052,31.628,3.77344,265.359,265.28
3,float,uniform,CPU,"D | D | D | D | D | D",1,512,12,222.928,5.29305,31.6027,3.78573,263.689,263.61
3,float,uniform,CPU,"D | D | D | D | D | D",1,512,13,222.012,5.29037,31.6256,3.77856,262.791,262.706
3,float,uniform,CPU,"D | D | D | D | D | D",1,512,14,224.619,5.29393,31.6091,3.77242,265.375,265.295
3,float,uniform,CPU,"D | D | D | D | D | D",1,512,15,226.179,5.29165,31.63,3.77651,266.961,266.877
3,float,uniform,CPU,"D | D | D | D | D | D",1,512,16,221.372,5.29199,31.6058,3.77958,262.127,262.049
3,float,uniform,CPU,"D | D | D | D | D | D",1,512,17,224.431,5.29396,31.6117,3.77549,265.191,265.112
3,float,uniform,CPU,"D | D | D | D | D | D",1,512,18,224.609,5.29283,31.6135,3.77754,265.37,265.293
3,float,uniform,CPU,"D | D | D | D | D | D",1,512,19,224.658,5.29218,31.64,3.77856,265.446,265.368
3,float,uniform,CPU,"D | D | D | D | D | D",1,512,20,221.218,5.292,31.6314,3.78061,261.999,261.922
3,float,uniform,CPU,"D | D | D | D | D | D",1,512,21,222.68,5.29257,31.6133,3.78266,263.444,263.369
3,float,uniform,CPU,"D | D | D | D | D | D",1,512,22,224.551,5.29647,31.6481,3.77958,265.356,265.275
3,float,uniform,CPU,"D | D | D | D | D | D",1,512,23,222.568,5.28992,31.6225,3.77958,263.334,263.26
3,float,uniform,CPU,"D | D | D | D | D | D",1,512,24,221.826,5.29153,31.5907,3.78163,262.566,262.489
3,float,uniform,CPU,"D | D | D | D | D | D",1,512,25,222.672,5.29284,31.5794,3.77344,263.399,263.318
3,float,uniform,CPU,"D | D | D | D | D | D",1,512,26,227.142,5.29286,31.6087,3.78163,267.903,267.825
3,float,uniform,CPU,"D | D | D | D | D | D",1,512,27,222.483,5.29,31.5901,3.76832,263.21,263.132
3,float,uniform,CPU,"D | D | D | D | D | D",1,512,28,222.485,5.29089,31.5984,3.77651,263.227,263.151
3,float,uniform,CPU,"D | D | D | D | D | D",1,512,29,221.356,5.29475,31.5913,3.78061,262.102,262.023
