dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,0,0.540352,738.677,3.44324,2.28035,745.126,744.94
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,1,0.501152,744.842,3.36914,1.29322,750.144,750.005
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,2,0.49984,718.305,3.35992,1.29331,723.602,723.458
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,3,0.500128,723.463,3.35715,1.29117,728.753,728.611
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,4,0.506464,737.385,3.3403,1.29328,742.687,742.525
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,5,0.50112,726.31,3.40567,1.30355,731.654,731.52
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,6,0.501536,719.474,3.35293,1.28922,724.755,724.618
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,7,0.501024,737.659,3.35755,1.29021,742.948,742.807
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,8,0.497824,711.794,3.36044,1.29533,717.084,716.947
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,9,0.501664,700.032,3.35162,1.28819,705.308,705.173
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,10,0.50976,706.736,3.35851,1.31779,712.078,711.923
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,11,0.496512,698.763,3.43089,1.31376,704.14,704.004
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,12,0.499968,746.356,3.38634,1.2912,751.671,751.534
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,13,0.499808,724.194,3.35145,1.29021,729.476,729.336
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,14,0.49936,769.031,3.36676,1.29325,774.329,774.19
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,15,0.518464,777.189,3.35135,1.29219,782.439,782.351
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,16,0.501056,760.425,3.35858,1.29123,765.722,765.576
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,17,0.49792,740.556,3.35382,1.28915,745.841,745.697
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,18,0.500704,709.528,3.35555,1.29226,714.811,714.677
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,19,0.50528,740.155,3.35914,1.29014,745.453,745.309
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,20,0.498784,703.486,3.35664,1.2912,708.765,708.633
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,21,0.507712,706.796,3.35778,1.28922,712.086,711.951
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,22,0.500448,714.382,3.34593,1.2881,719.669,719.516
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,23,0.497984,724.022,3.37397,1.29427,729.321,729.188
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,24,0.503456,700.731,3.83683,1.31994,705.135,706.391
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,25,0.500448,735.653,3.34098,1.29325,740.005,740.788
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,26,0.498048,843.063,3.35509,1.28714,848.339,848.203
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,27,0.500992,762.873,3.33057,1.28912,768.132,767.993
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,28,0.498912,714.949,3.35773,1.29427,720.235,720.1
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,29,0.4968,733.645,3.80811,1.31069,730.49,739.261
