dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,0,0.929888,343.983,1.05321,0.469984,344.014,346.436
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,1,0.384928,253.867,1.04152,0.272352,250.005,255.566
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,2,0.385568,261.631,1.01587,0.272352,257.483,263.305
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,3,0.383616,266.142,1.01838,0.272352,265.179,267.816
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,4,0.383488,254.919,1.01659,0.271328,253.19,256.591
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,5,0.387488,258.686,1.01593,0.270336,259.968,260.359
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,6,0.383328,262.413,1.01645,0.276448,265.033,264.089
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,7,0.38464,260.454,1.01374,0.27136,258.522,262.124
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,8,0.383552,259.517,1.01938,0.273408,259.992,261.194
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,9,0.38592,252.959,1.01941,0.269312,253.836,254.633
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,10,0.385952,247.793,1.01997,0.27344,250.414,249.472
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,11,0.385184,253.583,1.01913,0.273408,246.015,255.261
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,12,0.389504,260.1,1.03486,0.277504,257.586,261.802
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,13,0.388512,269.177,1.03762,0.269312,262.679,270.873
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,14,0.38336,275.66,1.01215,0.274432,270.256,277.33
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,15,0.384896,266.328,1.01514,0.271392,268.037,268
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,16,0.386784,267.251,1.00952,0.270336,263.981,268.917
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,17,0.387904,285.281,1.03098,0.2816,283.046,286.981
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,18,0.391648,278.719,1.04127,0.275456,281.392,280.427
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,19,0.38912,276.068,1.0347,0.285664,274.947,277.777
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,20,0.381312,284.323,1.01129,0.273376,279.032,285.989
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,21,0.385472,277.607,1.01674,0.270336,277.385,279.28
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,22,0.38208,259.647,1.01686,0.274432,257.63,261.32
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,23,0.382496,252.863,1.01633,0.274432,253.331,254.536
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,24,0.38048,262.332,1.02001,0.27136,264.938,264.004
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,25,0.38768,264.944,1.02552,0.27136,267.207,266.628
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,26,0.385056,271.067,1.02509,0.273376,268.363,272.75
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,27,0.38048,281.53,1.01148,0.280576,283.589,283.203
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,28,0.380576,264.709,1.01511,0.271328,259.568,266.376
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,29,0.383328,263.761,1.01559,0.27856,260.981,265.438
