dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,0,1.90954,23.8975,12.275,3.75501,41.9421,41.837
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,1,1.43926,14.4398,12.2493,3.57683,31.7616,31.7052
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,2,1.43661,14.4578,12.2184,3.57171,31.7421,31.6846
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,3,1.43866,14.4486,12.2053,3.58707,31.7417,31.6796
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,4,1.4401,14.4472,12.1986,3.59322,31.7358,31.6791
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,5,1.43821,14.4795,12.0663,3.60755,31.6568,31.5915
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,6,1.43814,14.4593,12.1666,3.57376,31.6942,31.6379
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,7,1.43805,14.4668,12.1643,3.584,31.7117,31.6532
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,8,1.4384,14.4473,12.2312,3.57274,31.7519,31.6896
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,9,1.44147,14.4526,12.1464,3.59219,31.6929,31.6327
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,10,1.44038,14.4425,12.2144,3.58502,31.7373,31.6824
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,11,1.44416,14.4525,12.1984,3.58912,31.7444,31.6842
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,12,1.4368,14.452,12.2131,3.58912,31.752,31.691
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,13,1.43866,14.4495,12.2176,3.57581,31.7489,31.6816
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,14,1.4383,14.449,12.2203,3.58093,31.7511,31.6885
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,15,1.44221,14.4638,12.189,3.59936,31.7519,31.6943
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,16,1.43949,14.4272,12.2473,3.59322,31.7651,31.7072
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,17,1.43843,14.4459,12.2224,3.60038,31.7737,31.7071
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,18,1.44112,14.4375,12.2201,3.59322,31.7512,31.6919
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,19,1.43888,14.4403,12.2268,3.57171,31.7478,31.6777
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,20,1.43946,14.4715,12.2341,3.57581,31.779,31.7209
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,21,1.43798,14.4695,12.1778,3.57683,31.7209,31.6621
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,22,1.4393,14.4628,12.1614,3.59322,31.7162,31.6567
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,23,1.43846,14.4441,12.2245,3.57888,31.7421,31.6859
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,24,1.4384,14.4433,12.2194,3.59219,31.7582,31.6934
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,25,1.43888,14.4448,12.1947,3.58707,31.7251,31.6654
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,26,1.43942,14.4382,12.2069,3.59629,31.7382,31.6809
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,27,1.4399,14.4259,12.225,3.60346,31.7537,31.6942
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,28,1.44176,14.4487,12.2109,3.58298,31.7443,31.6843
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,29,1.44122,14.4544,12.145,3.59014,31.691,31.6308
