dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | P | P | D | N",8,512,0,60.7006,1140.9,4.90952,2.0551,1202.72,1208.57
3,double,uniform,CPU,"P | P | P | P | D | N",8,512,1,64.1828,980.397,4.87967,1.7008,1051.29,1051.16
3,double,uniform,CPU,"P | P | P | P | D | N",8,512,2,63.7932,941.706,4.85738,1.69469,1012.18,1012.05
3,double,uniform,CPU,"P | P | P | P | D | N",8,512,3,59.352,949.844,4.87695,1.70598,1014.63,1015.78
3,double,uniform,CPU,"P | P | P | P | D | N",8,512,4,64.2203,948.871,4.8707,1.68234,1019.78,1019.64
3,double,uniform,CPU,"P | P | P | P | D | N",8,512,5,63.8938,939.222,4.95067,1.72848,1009.96,1009.79
3,double,uniform,CPU,"P | P | P | P | D | N",8,512,6,63.9613,950.064,4.85349,1.69779,1020.7,1020.58
3,double,uniform,CPU,"P | P | P | P | D | N",8,512,7,60.2306,942.65,4.88261,1.71411,1007.29,1009.48
3,double,uniform,CPU,"P | P | P | P | D | N",8,512,8,64.4413,947.739,4.81955,1.68442,1007.4,1018.68
3,double,uniform,CPU,"P | P | P | P | D | N",8,512,9,64.3785,947.407,4.84132,1.68442,1018.43,1018.31
3,double,uniform,CPU,"P | P | P | P | D | N",8,512,10,59.6769,943.291,4.82741,1.6896,1003.06,1009.49
3,double,uniform,CPU,"P | P | P | P | D | N",8,512,11,59.8198,951.371,4.82855,1.68858,1010.69,1017.71
3,double,uniform,CPU,"P | P | P | P | D | N",8,512,12,59.8218,944.316,4.83253,1.68544,1000.99,1010.66
3,double,uniform,CPU,"P | P | P | P | D | N",8,512,13,63.3821,948.199,4.85029,1.6967,1018.26,1018.13
3,double,uniform,CPU,"P | P | P | P | D | N",8,512,14,59.5006,936.59,4.82247,1.68141,1000.85,1002.59
3,double,uniform,CPU,"P | P | P | P | D | N",8,512,15,63.846,932.922,4.85691,1.69363,1003.44,1003.32
3,double,uniform,CPU,"P | P | P | P | D | N",8,512,16,63.7552,983.089,4.81917,1.68547,1040.56,1053.35
3,double,uniform,CPU,"P | P | P | P | D | N",8,512,17,63.7736,953.612,4.83693,1.68237,1024.03,1023.91
3,double,uniform,CPU,"P | P | P | P | D | N",8,512,18,63.414,941.308,4.85415,1.69158,1011.39,1011.27
3,double,uniform,CPU,"P | P | P | P | D | N",8,512,19,59.5781,970.62,4.82366,1.6824,1025.74,1036.7
3,double,uniform,CPU,"P | P | P | P | D | N",8,512,20,59.1494,942.901,4.82855,1.68442,1000.8,1008.56
3,double,uniform,CPU,"P | P | P | P | D | N",8,512,21,59.5789,958.262,4.82965,1.68445,998.087,1024.35
3,double,uniform,CPU,"P | P | P | P | D | N",8,512,22,63.3317,928.467,4.8366,1.68234,998.44,998.318
3,double,uniform,CPU,"P | P | P | P | D | N",8,512,23,63.4246,935.992,4.84007,1.68336,1006.06,1005.94
3,double,uniform,CPU,"P | P | P | P | D | N",8,512,24,63.5823,957.457,4.87275,1.71206,1014.63,1027.62
3,double,uniform,CPU,"P | P | P | P | D | N",8,512,25,63.7306,963.511,4.82072,1.68138,1005.09,1033.74
3,double,uniform,CPU,"P | P | P | P | D | N",8,512,26,63.7122,947.35,4.82806,1.69258,1012.94,1017.58
3,double,uniform,CPU,"P | P | P | P | D | N",8,512,27,59.5914,972.643,4.84204,1.68445,1035.68,1038.76
3,double,uniform,CPU,"P | P | P | P | D | N",8,512,28,59.0629,939.175,4.82632,1.6855,1002.52,1004.75
3,double,uniform,CPU,"P | P | P | P | D | N",8,512,29,59.9083,936.288,4.83087,1.6855,995.137,1002.71
