dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",2,512,0,2.01789,24.1228,11.2957,3.98029,41.5401,41.4167
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",2,512,1,1.61197,18.2833,11.2407,3.80928,35.0284,34.9453
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",2,512,2,1.60982,18.2816,11.2174,3.81133,35.008,34.9201
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",2,512,3,1.61594,18.3009,11.2767,3.80314,35.0833,34.9967
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",2,512,4,1.60912,18.2833,11.3197,3.79494,35.091,35.0071
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",2,512,5,1.61357,18.3721,11.2043,3.79699,35.0766,34.9869
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",2,512,6,1.61718,18.2797,11.2543,3.81133,35.0475,34.9624
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",2,512,7,1.61434,18.291,11.2441,3.80723,35.0409,34.9567
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",2,512,8,1.60787,18.2818,11.3008,3.80211,35.0798,34.9925
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",2,512,9,1.61354,18.3376,11.192,3.80621,35.0333,34.9493
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",2,512,10,1.59814,18.2771,11.2859,3.7929,35.0365,34.954
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",2,512,11,1.6135,18.2911,11.2181,3.79392,35.004,34.9166
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",2,512,12,1.60739,18.3288,11.1887,3.78778,34.9895,34.9127
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",2,512,13,1.61043,18.2764,11.2641,3.80621,35.045,34.9572
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",2,512,14,1.60928,18.2832,11.2706,3.80211,35.0474,34.9652
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",2,512,15,1.62227,18.4827,11.0802,3.80006,35.0756,34.9852
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",2,512,16,1.61165,18.2868,11.1958,3.79802,34.9667,34.8923
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",2,512,17,1.60486,18.2791,11.156,3.79904,34.9254,34.839
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",2,512,18,1.61098,18.2836,11.2419,3.79904,35.0167,34.9355
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",2,512,19,1.60371,18.3475,11.2512,3.79187,35.0816,34.9943
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",2,512,20,1.61267,18.289,11.2849,3.78061,35.0522,34.9671
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",2,512,21,1.60922,18.2738,11.2127,3.80211,34.9879,34.8978
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",2,512,22,1.61296,18.2823,11.2236,3.80826,35.0108,34.9272
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",2,512,23,1.61706,18.2772,11.3262,3.79904,35.1045,35.0195
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",2,512,24,1.61094,18.2869,11.3048,3.80621,35.0929,35.0089
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",2,512,25,1.59814,18.2769,11.337,3.80006,35.098,35.0121
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",2,512,26,1.6105,18.2761,11.1383,3.79494,34.8949,34.8199
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",2,512,27,1.60515,18.2769,11.2187,3.80211,34.9888,34.9029
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",2,512,28,1.6071,18.2768,11.1525,3.78982,34.9107,34.8262
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",2,512,29,1.60509,18.2744,11.2132,3.79392,34.9708,34.8866
