dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,0,6.08682,10.5469,33.1175,6.06413,55.9393,55.8153
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,1,5.66973,10.5396,32.8126,5.93715,55.0882,54.9591
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,2,5.66928,10.5338,32.608,5.92077,54.8626,54.7319
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,3,5.68269,10.5344,32.7302,5.9177,54.993,54.865
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,4,5.68426,10.531,33.2607,5.93408,55.5415,55.41
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,5,5.69184,10.542,32.8687,5.93408,55.1671,55.0366
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,6,5.71082,10.5472,32.8016,5.93408,55.1183,54.9938
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,7,5.67958,10.5366,32.5878,5.94125,54.8746,54.7453
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,8,5.67786,10.5373,32.7065,5.93306,54.9867,54.8548
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,9,5.66986,10.5376,32.5574,5.94534,54.8422,54.7102
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,10,5.66742,10.5373,32.9143,5.92998,55.1801,55.0489
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,11,5.66944,10.5393,32.4193,5.9392,54.6997,54.5672
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,12,5.69731,10.5338,33.0753,5.92589,55.3625,55.2322
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,13,5.66688,10.5325,33.2974,5.92589,55.5531,55.4226
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,14,5.6672,10.5387,31.973,5.92486,54.2326,54.1038
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,15,5.66282,10.5359,32.6965,5.93408,54.9581,54.8293
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,16,5.68211,10.5376,32.6406,5.92691,54.917,54.7872
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,17,5.68666,10.5334,32.874,5.92384,55.1489,55.0179
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,18,5.69043,10.5396,32.2169,5.93203,54.5098,54.379
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,19,5.67322,10.5371,32.884,5.94227,55.1767,55.0366
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,20,5.67034,10.5348,32.3996,5.92794,54.6639,54.5327
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,21,5.66973,10.5357,33.1549,5.93613,55.429,55.2964
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,22,5.68298,10.5421,33.166,5.93101,55.4566,55.3221
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,23,5.66909,10.5427,32.8465,5.92077,55.1107,54.979
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,24,5.6952,10.5327,32.3793,5.92691,54.6635,54.5341
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,25,5.67347,10.5364,33.366,5.9177,55.6275,55.4935
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,26,5.68067,10.5357,32.5576,5.94637,54.8505,54.7203
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,27,5.67014,10.5344,33.2562,5.95456,55.5448,55.4153
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,28,5.6647,10.5378,32.8012,5.93613,55.0735,54.9399
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,512,29,5.66739,10.5379,33.3015,5.92077,55.5588,55.4276
