dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,0,0.529472,723.839,4.53689,2.33677,676.23,731.242
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,1,0.496096,693.241,4.53778,1.32301,644.57,699.598
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,2,0.492256,651.126,4.55096,1.3353,620.446,657.505
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,3,0.48944,649.556,4.54296,1.32198,616.403,655.91
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,4,0.508992,662.61,4.43901,1.32099,628.61,668.879
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,5,0.492672,665.46,4.50839,1.32198,623.689,671.783
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,6,0.491072,646.066,4.47406,1.32403,622.526,652.355
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,7,0.491936,655.823,4.53945,1.32403,613.511,662.179
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,8,0.4928,651.138,4.53695,1.31584,621.039,657.483
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,9,0.5072,646.121,4.46703,1.32198,626.698,652.418
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,10,0.489664,643.87,4.47775,1.31891,618.46,650.156
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,11,0.493312,650.654,4.5869,1.32403,610.443,657.058
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,12,0.508608,649.945,4.42724,1.32608,621.091,656.207
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,13,0.508512,665.837,4.61888,1.31891,618.59,672.284
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,14,0.492576,657.519,4.40006,1.32096,617.12,663.733
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,15,0.493728,649.82,4.58925,1.32506,613.458,656.228
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,16,0.495968,641.572,4.54395,1.3271,606.825,647.939
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,17,0.493248,642.923,4.51887,1.32915,614.538,649.265
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,18,0.493344,655.808,4.46293,1.32198,621.414,662.087
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,19,0.491264,644.441,4.46396,1.31584,618.631,650.712
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,20,0.490912,669.502,4.55036,1.32506,616.938,675.868
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,21,0.510432,651.981,4.52161,1.31686,615.306,658.33
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,22,0.509632,649.788,4.59404,1.32403,616.479,656.216
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,23,0.492512,652.585,4.51458,1.32198,616.877,658.914
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,24,0.493344,643.539,4.42493,1.31584,612.86,649.773
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,25,0.507904,639.045,4.38123,1.32813,611.717,645.262
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,26,0.491008,642.269,4.47274,1.31789,614.031,648.55
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,27,0.49136,646.29,4.58976,1.32403,627.277,652.695
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,28,0.490112,678.148,4.52949,1.31789,632.061,684.485
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,512,29,0.493664,651.983,4.53068,1.32096,623.741,658.329
