dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,0,6.08413,10.5461,45.8017,6.13171,68.6859,68.5637
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,1,5.67363,10.5356,45.9032,6.02931,68.271,68.1417
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,2,5.67594,10.5381,45.8308,5.99757,68.1735,68.0424
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,3,5.66512,10.5347,45.9277,6.00474,68.2617,68.1323
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,4,5.67405,10.5327,45.9225,6.00986,68.2635,68.1391
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,5,5.68582,10.5372,45.6586,6.00678,68.0176,67.8883
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,6,5.68282,10.5318,45.7226,6.04365,68.1088,67.9809
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,7,5.65974,10.5405,45.928,6.02624,68.2847,68.1544
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,8,5.67155,10.538,45.8991,6.0119,68.2524,68.1206
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,9,5.66701,10.5588,45.8177,6.02214,68.2196,68.0656
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,10,5.68573,10.5364,45.8826,6.02726,68.2629,68.1319
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,11,5.67946,10.5336,45.8519,6.00781,68.2023,68.0727
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,12,5.69181,10.535,45.8644,6.01498,68.2366,68.1062
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,13,5.68038,10.5374,45.848,6.00781,68.2041,68.0735
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,14,5.66931,10.5375,45.8637,6.01702,68.2164,68.0875
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,15,5.68368,10.536,45.7688,6.00781,68.1268,67.9963
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,16,5.67024,10.5336,45.928,6.0119,68.2771,68.1438
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,17,5.67693,10.5305,45.8314,6.01805,68.1841,68.0569
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,18,5.68048,10.5351,45.8771,6.01702,68.2414,68.1097
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,19,5.68989,10.542,45.8564,6.02829,68.2487,68.1166
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,20,5.6865,10.534,45.8427,6.02624,68.2209,68.0894
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,21,5.67622,10.5353,45.8448,6.02931,68.2163,68.0857
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,22,5.6839,10.5421,45.7659,6.02317,68.1442,68.0151
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,23,5.66954,10.5373,45.6915,6.0201,68.0507,67.9184
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,24,5.67891,10.5342,45.9112,6.02112,68.2758,68.1455
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,25,5.6863,10.5426,45.8347,6.02726,68.2206,68.0909
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,26,5.69306,10.5336,45.9494,6.01498,68.3218,68.191
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,27,5.66669,10.5345,45.8693,6.02214,68.223,68.0926
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,28,5.68461,10.5331,45.9144,6.02522,68.2874,68.1573
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,512,29,5.66765,10.5371,45.7974,6.016,68.1472,68.0182
