dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",1,512,0,446.817,10.5452,56.0867,14.5398,528.12,527.989
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",1,512,1,446.78,10.5353,55.9551,14.3698,527.727,527.64
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",1,512,2,444.035,10.5379,56.293,14.3606,525.317,525.227
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",1,512,3,444.676,10.534,55.8066,14.3503,525.45,525.367
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",1,512,4,447.106,10.5345,55.9945,14.3544,528.076,527.989
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",1,512,5,446.469,10.5349,55.8086,14.3596,527.257,527.172
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",1,512,6,447.279,10.5339,56.2928,14.3421,528.535,528.448
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",1,512,7,441.103,10.5372,56.6484,14.3135,522.687,522.602
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",1,512,8,449.117,10.5379,56.7659,14.3124,530.819,530.733
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",1,512,9,448.063,10.5372,56.9969,14.3319,530.015,529.929
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",1,512,10,443.985,10.5374,55.8888,14.3749,524.87,524.786
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",1,512,11,443.816,10.5352,56.5211,14.3288,525.287,525.201
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",1,512,12,441.91,10.5404,56.5462,14.3688,523.462,523.365
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",1,512,13,446.231,10.5366,56.3195,14.3452,527.522,527.433
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",1,512,14,443.968,10.5322,55.959,14.3555,524.903,524.815
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",1,512,15,447.46,10.5349,56.7119,14.3811,529.175,529.088
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",1,512,16,443.595,10.5379,56.5899,14.337,525.151,525.06
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",1,512,17,443.346,10.5374,56.4601,14.3473,524.774,524.691
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",1,512,18,446.893,10.5362,55.5132,14.3186,527.348,527.261
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",1,512,19,441.396,10.537,56.4418,14.3217,522.78,522.697
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",1,512,20,447.072,10.5356,56.2886,14.3483,528.334,528.244
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",1,512,21,441.383,10.5352,56.3555,14.3677,522.726,522.641
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",1,512,22,450.503,10.5391,56.3046,14.334,531.768,531.681
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",1,512,23,446.416,10.5348,56.1049,14.3288,527.469,527.385
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",1,512,24,447.362,10.5349,56.6831,14.3268,528.996,528.907
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",1,512,25,442.302,10.5401,56.1792,14.3309,523.436,523.352
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",1,512,26,447.565,10.5367,56.6434,14.3063,529.137,529.051
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",1,512,27,447.268,10.5335,56.1586,14.3565,528.4,528.316
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",1,512,28,442.484,10.5453,55.976,14.3258,523.45,523.331
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",1,512,29,446.404,10.5342,55.8248,14.335,527.184,527.098
