dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"D | D | D | D | D | D",2,203,0,8.34477,8.10245,0.848828,0.35328,17.746,17.6493
3,float,uniform,CPU,"D | D | D | D | D | D",2,203,1,7.6465,0.942105,0.850706,0.146432,9.67317,9.58574
3,float,uniform,CPU,"D | D | D | D | D | D",2,203,2,7.56387,0.989585,0.813557,0.145408,9.60098,9.51242
3,float,uniform,CPU,"D | D | D | D | D | D",2,203,3,7.65933,0.954929,0.824536,0.14336,9.66886,9.58215
3,float,uniform,CPU,"D | D | D | D | D | D",2,203,4,7.68218,0.986729,0.808303,0.14336,9.66038,9.62057
3,float,uniform,CPU,"D | D | D | D | D | D",2,203,5,7.51248,0.942385,0.838586,0.144384,9.52308,9.43783
3,float,uniform,CPU,"D | D | D | D | D | D",2,203,6,7.51658,0.929892,0.839261,0.144384,9.51746,9.43011
3,float,uniform,CPU,"D | D | D | D | D | D",2,203,7,7.54422,0.931941,0.839475,0.145408,9.54938,9.46105
3,float,uniform,CPU,"D | D | D | D | D | D",2,203,8,7.63478,0.93625,0.837963,0.144384,9.63778,9.55338
3,float,uniform,CPU,"D | D | D | D | D | D",2,203,9,7.48589,0.940892,0.83716,0.144384,9.49441,9.40832
3,float,uniform,CPU,"D | D | D | D | D | D",2,203,10,7.75357,0.934597,0.836972,0.14336,9.76185,9.6685
3,float,uniform,CPU,"D | D | D | D | D | D",2,203,11,7.64765,0.939418,0.836996,0.146432,9.65951,9.57049
3,float,uniform,CPU,"D | D | D | D | D | D",2,203,12,7.52067,0.934693,0.838482,0.146432,9.55082,9.44028
3,float,uniform,CPU,"D | D | D | D | D | D",2,203,13,7.49434,1.02512,0.836536,0.146432,9.59146,9.50243
3,float,uniform,CPU,"D | D | D | D | D | D",2,203,14,7.50886,0.993481,0.80698,0.147456,9.52285,9.45678
3,float,uniform,CPU,"D | D | D | D | D | D",2,203,15,7.55478,0.937068,0.837996,0.144384,9.56392,9.47423
3,float,uniform,CPU,"D | D | D | D | D | D",2,203,16,7.62845,1.00466,0.836708,0.146432,9.70458,9.61625
3,float,uniform,CPU,"D | D | D | D | D | D",2,203,17,7.5151,0.936582,0.835269,0.146432,9.52369,9.43339
3,float,uniform,CPU,"D | D | D | D | D | D",2,203,18,7.50957,0.933994,0.837484,0.144384,9.5118,9.42543
3,float,uniform,CPU,"D | D | D | D | D | D",2,203,19,7.51885,0.932789,0.840944,0.144384,9.5234,9.43697
3,float,uniform,CPU,"D | D | D | D | D | D",2,203,20,7.62749,0.934861,0.838971,0.146432,9.63404,9.54775
3,float,uniform,CPU,"D | D | D | D | D | D",2,203,21,7.73693,0.933883,0.83814,0.144384,9.74112,9.65333
3,float,uniform,CPU,"D | D | D | D | D | D",2,203,22,7.64544,0.943831,0.839228,0.14336,9.66105,9.57186
3,float,uniform,CPU,"D | D | D | D | D | D",2,203,23,7.65299,0.946925,0.84164,0.14336,9.66976,9.58492
3,float,uniform,CPU,"D | D | D | D | D | D",2,203,24,7.5657,0.962296,0.812865,0.14336,9.53586,9.48422
3,float,uniform,CPU,"D | D | D | D | D | D",2,203,25,7.48624,0.931085,0.835369,0.144384,9.48339,9.39708
3,float,uniform,CPU,"D | D | D | D | D | D",2,203,26,7.49232,0.941377,0.840119,0.146432,9.5109,9.42025
3,float,uniform,CPU,"D | D | D | D | D | D",2,203,27,7.61373,0.933572,0.849462,0.144384,9.63378,9.54115
3,float,uniform,CPU,"D | D | D | D | D | D",2,203,28,7.5631,0.927735,0.840799,0.14336,9.56156,9.475
3,float,uniform,CPU,"D | D | D | D | D | D",2,203,29,7.54963,0.938335,0.834119,0.146432,9.55522,9.46852
