dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,406,0,0.502176,400.561,2.13214,1.47757,406.957,404.673
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,406,1,0.455328,386.397,2.06416,1.17965,392.103,390.096
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,406,2,0.4536,387.548,2.03552,1.15712,393.146,391.194
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,406,3,0.456704,386.347,2.04691,1.12944,391.921,389.98
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,406,4,0.459872,388.877,2.04865,1.23699,394.59,392.623
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,406,5,0.457248,392.052,2.05847,1.20112,397.753,395.769
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,406,6,0.456448,375.799,2.05095,1.20013,381.447,379.507
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,406,7,0.459232,419.065,2.04634,1.30451,424.778,422.875
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,406,8,0.455616,391.694,2.06476,1.16634,397.354,395.381
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,406,9,0.457824,388.289,2.04707,1.14886,393.912,391.943
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,406,10,0.456544,398.526,2.0454,1.1848,404.115,402.213
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,406,11,0.454688,383.203,2.05081,1.27894,388.994,386.987
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,406,12,0.457824,379.923,2.04836,1.28003,385.682,383.71
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,406,13,0.456224,387.434,2.04718,1.17347,393.094,391.111
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,406,14,0.458048,405.849,2.05911,1.17552,411.517,409.541
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,406,15,0.45584,389.993,2.052,1.15709,395.609,393.658
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,406,16,0.454944,384.098,2.03736,1.1632,389.762,387.753
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,406,17,0.456416,397.429,2.04864,1.23386,403.154,401.168
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,406,18,0.459072,381.687,2.04901,1.17965,387.331,385.375
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,406,19,0.457088,395.903,2.05029,1.1591,401.511,399.57
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,406,20,0.455136,388.819,2.05298,1.16221,394.464,392.489
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,406,21,0.456576,389.577,2.05006,1.14586,395.204,393.229
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,406,22,0.455104,395.009,2.04181,1.27082,400.747,398.776
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,406,23,0.453792,384.872,2.05227,1.17037,390.535,388.548
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,406,24,0.45584,391.893,2.05768,1.14179,397.506,395.548
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,406,25,0.453568,397.801,2.04994,1.29123,403.597,401.595
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,406,26,0.454976,382.457,2.04684,1.21238,388.16,386.171
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,406,27,0.452448,386.268,2.06115,1.16525,391.875,389.947
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,406,28,0.456896,380.047,2.05748,1.19398,385.722,383.756
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,406,29,0.442848,371.572,2.04566,1.32093,377.355,375.381
