dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,0,0.603904,11.5054,0.4697,0.27648,12.9118,12.8555
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,1,0.130624,2.76631,0.438012,0.12288,3.52428,3.45783
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,2,0.129952,2.79562,0.401255,0.120832,3.50916,3.44766
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,3,0.132064,2.77614,0.426762,0.12288,3.54808,3.45785
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,4,0.131936,2.88802,0.417581,0.121856,3.62447,3.5594
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,5,0.12912,2.80058,0.425116,0.121856,3.51805,3.47668
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,6,0.130976,2.7813,0.422602,0.119808,3.52,3.45468
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,7,0.166752,2.77672,0.418631,0.119808,3.51844,3.48191
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,8,0.131328,2.77565,0.418795,0.119808,3.50528,3.44558
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,9,0.132384,2.75863,0.419814,0.120832,3.4975,3.43166
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,10,0.130016,2.77444,0.419014,0.120832,3.50899,3.44431
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,11,0.130016,2.77044,0.413218,0.121856,3.50832,3.43553
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,12,0.131104,2.82301,0.422753,0.123904,3.53617,3.50077
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,13,0.1296,2.78263,0.424464,0.123904,3.50481,3.4606
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,14,0.131072,2.7554,0.419785,0.119808,3.50133,3.42607
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,15,0.130688,2.77746,0.42154,0.120832,3.50285,3.45052
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,16,0.131584,2.76232,0.413564,0.121856,3.50603,3.42932
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,17,0.130816,2.78095,0.422902,0.123904,3.51665,3.45857
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,18,0.131008,2.75657,0.414463,0.12288,3.50007,3.42492
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,19,0.129024,2.75836,0.415011,0.121856,3.50339,3.42425
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,20,0.130208,2.76044,0.417616,0.119808,3.50207,3.42807
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,21,0.130592,2.75692,0.412817,0.121856,3.50071,3.42219
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,22,0.129728,2.76058,0.421968,0.120832,3.49939,3.43311
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,23,0.13008,2.759,0.418005,0.121856,3.50156,3.42894
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,24,0.132192,2.7552,0.413812,0.121856,3.50106,3.42306
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,25,0.133984,2.77044,0.423124,0.12288,3.50584,3.45043
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,26,0.132096,2.75366,0.419097,0.123904,3.50428,3.42876
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,27,0.128704,2.79441,0.419589,0.121856,3.4993,3.46456
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,28,0.131584,2.77764,0.426586,0.120832,3.50434,3.45664
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,256,29,0.1296,2.90428,0.414647,0.12288,3.64861,3.57141
