dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,465,0,67.7695,1375.23,6.76076,2.53635,1452.52,1452.3
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,465,1,67.1835,1193.23,6.6974,1.84934,1262.92,1268.96
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,465,2,67.1268,1169.26,6.73032,1.85856,1241.64,1244.97
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,465,3,67.3458,1158.93,6.75989,1.86573,1226.4,1234.9
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,465,4,68.3024,1189.15,6.73209,1.85133,1250.04,1266.04
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,465,5,67.6233,1166.45,6.71341,1.85546,1224.85,1242.65
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,465,6,67.5276,1167.44,6.72414,1.85232,1239.19,1243.54
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,465,7,68.1236,1194.43,6.72527,1.86576,1271.3,1271.14
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,465,8,67.2071,1145.7,6.76066,1.86064,1217.35,1221.53
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,465,9,68.1233,1152.79,6.71196,1.84829,1224.94,1229.47
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,465,10,67.6368,1151.37,6.82053,1.87894,1227.87,1227.71
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,465,11,68.0083,1141.68,6.7432,1.86067,1218.45,1218.3
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,465,12,67.7272,1122.35,6.71384,1.85133,1196.76,1198.65
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,465,13,67.572,1163.03,6.69779,1.85037,1214.19,1239.15
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,465,14,67.5438,1191.42,6.72066,1.85133,1266.15,1267.54
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,465,15,68.5851,1131,6.74963,1.86054,1208.35,1208.2
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,465,16,67.7919,1124.3,6.76246,1.85962,1200.87,1200.71
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,465,17,67.7872,1132.49,6.75,1.86054,1209.04,1208.89
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,465,18,67.555,1156.79,6.7228,1.85034,1231.57,1232.91
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,465,19,68.1045,1126.53,6.73339,1.86054,1203.37,1203.23
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,465,20,67.8423,1131.24,6.74527,1.85642,1207.84,1207.69
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,465,21,67.2865,1190.39,6.73332,1.85139,1255.57,1266.26
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,465,22,67.5778,1308.6,6.67558,1.84928,1365.28,1384.7
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,465,23,67.6481,1181.5,6.67995,1.84931,1237.9,1257.67
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,465,24,67.4377,1165.17,6.72817,1.8513,1237.91,1241.19
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,465,25,67.3856,1156.46,6.68745,1.8513,1220.5,1232.38
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,465,26,67.642,1150.03,6.71454,1.85027,1220.34,1226.24
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,465,27,67.5046,1151.97,6.70207,1.85744,1223.15,1228.04
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,465,28,68.1513,1134.74,6.69573,1.85232,1207.24,1211.44
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",6,465,29,67.5974,1141.34,6.69066,1.8503,1211.15,1217.48
