dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",2,203,0,0.559232,9.06584,0.739549,0.495616,10.9742,10.8602
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",2,203,1,0.152224,1.61042,0.722758,0.29184,2.87043,2.77724
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",2,203,2,0.155808,1.58834,0.702745,0.293888,2.83053,2.74078
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",2,203,3,0.155104,1.59976,0.713037,0.295936,2.85131,2.76384
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",2,203,4,0.160096,1.59755,0.750847,0.293888,2.8951,2.80238
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",2,203,5,0.16,1.59893,0.709189,0.29696,2.85955,2.76508
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",2,203,6,0.157536,1.6145,0.70372,0.292864,2.85277,2.76862
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",2,203,7,0.155968,1.61616,0.712013,0.295936,2.87147,2.78007
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",2,203,8,0.155968,1.68981,0.696061,0.290816,2.91726,2.83266
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",2,203,9,0.15408,1.58883,0.70709,0.29696,2.83469,2.74696
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",2,203,10,0.157952,1.5939,0.712548,0.290816,2.84163,2.75522
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",2,203,11,0.155392,1.59011,0.708527,0.292864,2.83333,2.74689
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",2,203,12,0.155456,1.5906,0.710066,0.293888,2.84017,2.75001
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",2,203,13,0.15472,1.58843,0.71633,0.295936,2.84265,2.75541
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",2,203,14,0.15744,1.59831,0.709705,0.295936,2.84741,2.76139
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",2,203,15,0.158304,1.58846,0.70962,0.294912,2.83644,2.7513
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",2,203,16,0.157344,1.59372,0.70303,0.294912,2.83539,2.74901
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",2,203,17,0.153856,1.5787,0.704123,0.29184,2.81314,2.72852
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",2,203,18,0.153472,1.6013,0.704769,0.29184,2.84081,2.75138
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",2,203,19,0.154912,1.6357,0.712714,0.294912,2.88599,2.79824
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",2,203,20,0.156,1.59855,0.708942,0.290816,2.84034,2.75431
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",2,203,21,0.153312,1.59193,0.706775,0.29696,2.83488,2.74897
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",2,203,22,0.159872,1.58623,0.709567,0.292864,2.83695,2.74854
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",2,203,23,0.15344,1.61723,0.694286,0.290816,2.84476,2.75577
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",2,203,24,0.166688,1.59523,0.707574,0.29184,2.84763,2.76133
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",2,203,25,0.15776,1.57992,0.711988,0.297984,2.84721,2.74765
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",2,203,26,0.155296,1.58105,0.709714,0.29184,2.82582,2.7379
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",2,203,27,0.157152,1.57197,0.712358,0.294912,2.82408,2.7364
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",2,203,28,0.156032,1.59802,0.710751,0.300032,2.85307,2.76483
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",2,203,29,0.156128,1.5805,0.706688,0.294912,2.8255,2.73823
