dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"D | D | D | D | N | D",6,323,0,23.2091,222.299,1.86705,0.58976,248.096,247.965
3,double,uniform,CPU,"D | D | D | D | N | D",6,323,1,21.4697,128.628,1.84269,0.276448,152.329,152.217
3,double,uniform,CPU,"D | D | D | D | N | D",6,323,2,21.4355,126.636,1.83274,0.27136,150.295,150.176
3,double,uniform,CPU,"D | D | D | D | N | D",6,323,3,21.5584,133.08,1.84383,0.278496,156.874,156.761
3,double,uniform,CPU,"D | D | D | D | N | D",6,323,4,21.5919,121.448,1.85471,0.280576,145.283,145.175
3,double,uniform,CPU,"D | D | D | D | N | D",6,323,5,21.6523,129.859,1.91733,0.274432,153.922,153.703
3,double,uniform,CPU,"D | D | D | D | N | D",6,323,6,21.9591,126.011,1.85287,0.277472,150.21,150.1
3,double,uniform,CPU,"D | D | D | D | N | D",6,323,7,21.8559,125.083,1.84763,0.280576,149.174,149.067
3,double,uniform,CPU,"D | D | D | D | N | D",6,323,8,21.8506,125.269,1.84634,0.272384,149.345,149.239
3,double,uniform,CPU,"D | D | D | D | N | D",6,323,9,21.7187,126.668,1.84108,0.27232,150.475,150.5
3,double,uniform,CPU,"D | D | D | D | N | D",6,323,10,21.7544,124.84,1.86234,0.273376,148.836,148.73
3,double,uniform,CPU,"D | D | D | D | N | D",6,323,11,21.4802,130.17,1.83204,0.272352,153.855,153.754
3,double,uniform,CPU,"D | D | D | D | N | D",6,323,12,21.5708,133.474,1.84278,0.279552,157.273,157.167
3,double,uniform,CPU,"D | D | D | D | N | D",6,323,13,21.6902,125.627,1.83327,0.270304,149.423,149.421
3,double,uniform,CPU,"D | D | D | D | N | D",6,323,14,21.8519,132.292,1.85858,0.273376,156.387,156.275
3,double,uniform,CPU,"D | D | D | D | N | D",6,323,15,21.634,132.741,1.86619,0.2816,156.631,156.523
3,double,uniform,CPU,"D | D | D | D | N | D",6,323,16,21.614,122.692,1.85167,0.2816,146.55,146.439
3,double,uniform,CPU,"D | D | D | D | N | D",6,323,17,21.4305,133.221,1.83406,0.27232,156.831,156.758
3,double,uniform,CPU,"D | D | D | D | N | D",6,323,18,21.4011,130.036,1.83369,0.273344,153.634,153.544
3,double,uniform,CPU,"D | D | D | D | N | D",6,323,19,21.7023,132.571,1.83078,0.272352,156.412,156.377
3,double,uniform,CPU,"D | D | D | D | N | D",6,323,20,21.6215,132.64,1.84787,0.273376,156.49,156.383
3,double,uniform,CPU,"D | D | D | D | N | D",6,323,21,21.6979,130.797,1.83782,0.273344,154.573,154.606
3,double,uniform,CPU,"D | D | D | D | N | D",6,323,22,21.4939,131.978,1.83121,0.272384,155.688,155.576
3,double,uniform,CPU,"D | D | D | D | N | D",6,323,23,21.48,126.855,1.84301,0.272352,150.579,150.45
3,double,uniform,CPU,"D | D | D | D | N | D",6,323,24,21.8546,121.024,1.84624,0.273376,145.104,144.998
3,double,uniform,CPU,"D | D | D | D | N | D",6,323,25,21.6141,125.868,1.83362,0.271328,149.586,149.587
3,double,uniform,CPU,"D | D | D | D | N | D",6,323,26,21.6679,118.582,1.83374,0.279488,142.341,142.363
3,double,uniform,CPU,"D | D | D | D | N | D",6,323,27,21.4698,115.335,1.83521,0.270336,139.013,138.91
3,double,uniform,CPU,"D | D | D | D | N | D",6,323,28,21.641,130.129,1.85944,0.275456,154.014,153.905
3,double,uniform,CPU,"D | D | D | D | N | D",6,323,29,21.6213,119.466,1.85707,0.279584,143.331,143.224
