dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,323,0,23.0588,350.593,2.23444,1.03619,377.118,376.923
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,323,1,21.6043,223.273,2.19559,0.65024,247.841,247.723
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,323,2,21.3299,226.069,2.17325,0.646048,244.941,250.218
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,323,3,21.713,216.206,2.16349,0.644032,239.452,240.727
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,323,4,21.462,223.056,2.17061,0.646144,247.336,247.335
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,323,5,21.4183,222.096,2.17092,0.645024,246.221,246.33
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,323,6,21.6633,208.462,2.18739,0.642016,233.068,232.955
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,323,7,21.3947,223.452,2.17892,0.641984,236.696,247.668
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,323,8,21.6481,228.684,2.16462,0.646112,237.737,253.142
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,323,9,21.4492,223.414,2.17263,0.654336,240.132,247.691
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,323,10,21.7117,234.168,2.18376,0.644032,258.825,258.708
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,323,11,21.4532,212.725,2.17814,0.653248,228.266,237.01
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,323,12,21.5279,208.926,2.18881,0.644,233.4,233.287
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,323,13,21.5215,209.043,2.1983,0.644032,233.522,233.407
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,323,14,21.6497,209.913,2.20609,0.641984,234.523,234.411
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,323,15,21.5108,211.244,2.17518,0.648096,231.983,235.578
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,323,16,21.3999,208.842,2.19849,0.64304,232.375,233.083
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,323,17,21.3805,208.773,2.16953,0.64608,232.68,232.969
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,323,18,21.4784,207.507,2.17422,0.644032,230.841,231.804
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,323,19,21.5724,208.963,2.17047,0.645056,233.463,233.351
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,323,20,21.3744,211.221,2.16738,0.647136,231.239,235.41
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,323,21,21.4734,209.563,2.19796,0.641952,231.946,233.877
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,323,22,21.6214,208.377,2.16113,0.64304,231.6,232.803
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,323,23,21.5339,209.271,2.17247,0.644,233.733,233.621
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,323,24,21.8043,211.687,2.19376,0.647136,236.445,236.332
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,323,25,21.6404,213.019,2.16726,0.646048,237.587,237.473
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,323,26,21.657,207.655,2.167,0.644032,231.237,232.123
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,323,27,21.5103,219.344,2.17804,0.644064,243.831,243.676
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,323,28,21.5688,208.432,2.26478,0.652256,233.03,232.917
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,323,29,21.6287,214.859,2.15455,0.64608,230.898,239.288
