dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,203,0,0.672064,10.2837,1.32949,0.664576,13.0693,12.9499
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,203,1,0.241664,2.75158,1.30584,0.462848,4.84689,4.76193
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,203,2,0.24416,2.79857,1.28546,0.458752,4.87322,4.78695
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,203,3,0.246368,2.83892,1.28464,0.459776,4.91324,4.82971
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,203,4,0.246944,2.75846,1.29433,0.464896,4.85737,4.76462
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,203,5,0.248768,2.76033,1.29063,0.46592,4.85586,4.76565
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,203,6,0.244096,2.76339,1.2888,0.462848,4.8402,4.75914
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,203,7,0.249088,2.68831,1.33935,0.480256,4.83962,4.75701
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,203,8,0.242496,2.68526,1.35464,0.482304,4.8429,4.7647
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,203,9,0.24,2.67102,1.34596,0.479232,4.82021,4.73622
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,203,10,0.24176,2.68987,1.33396,0.483328,4.82871,4.74892
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,203,11,0.244672,2.73311,1.35172,0.483328,4.8965,4.81283
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,203,12,0.249312,2.83473,1.29264,0.4608,4.92856,4.83749
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,203,13,0.241888,2.78449,1.28662,0.461824,4.86694,4.77483
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,203,14,0.24352,2.75405,1.28062,0.458752,4.82001,4.73694
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,203,15,0.243424,2.67275,1.35524,0.478208,4.83637,4.74962
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,203,16,0.246496,2.78888,1.29283,0.4608,4.87791,4.789
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,203,17,0.245312,2.71045,1.33684,0.463872,4.84685,4.75648
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,203,18,0.245824,2.79769,1.29632,0.458752,4.88381,4.79858
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,203,19,0.239744,2.79309,1.29509,0.459776,4.87187,4.7877
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,203,20,0.244928,2.79536,1.28986,0.4608,4.98975,4.79095
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,203,21,0.244544,2.7446,1.42074,0.482304,4.97281,4.89219
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,203,22,0.244032,2.79631,1.2901,0.458752,4.87374,4.78919
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,203,23,0.245856,2.74918,1.29789,0.4608,4.83935,4.75373
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,203,24,0.246048,2.77325,1.28777,0.459776,4.85016,4.76684
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,203,25,0.24528,2.66897,1.34714,0.482304,4.82364,4.7437
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,203,26,0.245184,2.76685,1.28045,0.462848,4.84402,4.75533
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,203,27,0.24384,2.67806,1.34765,0.479232,4.83122,4.74877
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,203,28,0.245632,2.74818,1.28723,0.458752,4.82058,4.7398
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",2,203,29,0.24368,2.68616,1.34314,0.48128,4.8253,4.75426
