dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"D | D | D | D | N | D",4,256,0,0.560128,11.862,0.857209,0.246784,13.5571,13.5261
3,float,uniform,GPU,"D | D | D | D | N | D",4,256,1,0.135328,1.87014,0.843824,0.12288,3.03293,2.97217
3,float,uniform,GPU,"D | D | D | D | N | D",4,256,2,0.132864,1.96138,0.836915,0.12288,3.12967,3.05404
3,float,uniform,GPU,"D | D | D | D | N | D",4,256,3,0.136192,1.87618,0.839165,0.123904,3.04795,2.97544
3,float,uniform,GPU,"D | D | D | D | N | D",4,256,4,0.130144,1.88404,0.879469,0.128,3.09971,3.02165
3,float,uniform,GPU,"D | D | D | D | N | D",4,256,5,0.137472,1.93084,0.839423,0.12288,3.06114,3.03061
3,float,uniform,GPU,"D | D | D | D | N | D",4,256,6,0.134336,1.88459,0.841247,0.124928,3.05893,2.9851
3,float,uniform,GPU,"D | D | D | D | N | D",4,256,7,0.136256,1.87455,0.839644,0.124928,3.05643,2.97538
3,float,uniform,GPU,"D | D | D | D | N | D",4,256,8,0.136896,1.99498,0.842718,0.123904,3.12922,3.0985
3,float,uniform,GPU,"D | D | D | D | N | D",4,256,9,0.13632,1.87545,0.968826,0.125952,3.18813,3.10655
3,float,uniform,GPU,"D | D | D | D | N | D",4,256,10,0.135648,1.87256,0.902782,0.12288,3.06641,3.03387
3,float,uniform,GPU,"D | D | D | D | N | D",4,256,11,0.137344,1.87908,0.840313,0.125952,3.06675,2.98269
3,float,uniform,GPU,"D | D | D | D | N | D",4,256,12,0.13824,1.88369,0.837756,0.123904,3.05366,2.98359
3,float,uniform,GPU,"D | D | D | D | N | D",4,256,13,0.137632,1.88747,0.841387,0.12288,3.05906,2.98936
3,float,uniform,GPU,"D | D | D | D | N | D",4,256,14,0.1368,1.92617,0.84283,0.126976,3.10008,3.03278
3,float,uniform,GPU,"D | D | D | D | N | D",4,256,15,0.133376,1.95052,0.843017,0.125952,3.16321,3.05286
3,float,uniform,GPU,"D | D | D | D | N | D",4,256,16,0.13696,1.86777,0.839875,0.12288,3.0394,2.96748
3,float,uniform,GPU,"D | D | D | D | N | D",4,256,17,0.133152,1.88025,0.840183,0.125952,3.05558,2.97953
3,float,uniform,GPU,"D | D | D | D | N | D",4,256,18,0.138688,1.87791,0.842236,0.124928,3.06306,2.98377
3,float,uniform,GPU,"D | D | D | D | N | D",4,256,19,0.138432,1.86665,0.853053,0.121856,3.0532,2.97999
3,float,uniform,GPU,"D | D | D | D | N | D",4,256,20,0.134816,1.94337,0.844107,0.121856,3.09631,3.04415
3,float,uniform,GPU,"D | D | D | D | N | D",4,256,21,0.134144,1.92579,0.841341,0.120832,3.09171,3.0221
3,float,uniform,GPU,"D | D | D | D | N | D",4,256,22,0.132064,1.92369,0.837138,0.121856,3.08839,3.01475
3,float,uniform,GPU,"D | D | D | D | N | D",4,256,23,0.135904,1.9623,0.833497,0.12288,3.12692,3.05458
3,float,uniform,GPU,"D | D | D | D | N | D",4,256,24,0.137312,1.87532,0.864879,0.124928,3.08143,3.00244
3,float,uniform,GPU,"D | D | D | D | N | D",4,256,25,0.137184,1.85991,0.840346,0.124928,3.03955,2.96236
3,float,uniform,GPU,"D | D | D | D | N | D",4,256,26,0.134336,1.93873,0.841984,0.12288,3.08724,3.03793
3,float,uniform,GPU,"D | D | D | D | N | D",4,256,27,0.135872,1.86902,0.843906,0.123904,3.0436,2.9727
3,float,uniform,GPU,"D | D | D | D | N | D",4,256,28,0.132864,1.87083,0.84644,0.12288,3.03025,2.97302
3,float,uniform,GPU,"D | D | D | D | N | D",4,256,29,0.141856,1.94322,0.842515,0.120832,3.0502,3.04842
