dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",8,369,0,0.700384,286.982,0.936588,0.60928,284.384,289.228
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",8,369,1,0.17472,206.484,0.945926,0.33888,207.897,207.944
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",8,369,2,0.226944,189.184,0.908122,0.350176,189.655,190.669
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",8,369,3,0.180032,206.638,0.929529,0.350144,208.712,208.098
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",8,369,4,0.174272,199.258,0.923726,0.345088,196.075,200.701
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",8,369,5,0.182976,202.067,0.924605,0.33888,204.182,203.514
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",8,369,6,0.178592,191.903,0.931677,0.338912,193.968,193.353
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",8,369,7,0.175104,193.623,0.931528,0.345088,192.423,195.075
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",8,369,8,0.179168,195.226,0.928608,0.335808,197.334,196.67
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",8,369,9,0.179776,187.018,0.921062,0.342976,189.073,188.462
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",8,369,10,0.172512,200.721,0.916357,0.355328,197.629,202.165
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",8,369,11,0.179616,199.418,0.927992,0.335808,201.506,200.862
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",8,369,12,0.178976,203.39,0.923735,0.33072,205.432,204.823
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",8,369,13,0.172928,200.723,0.92458,0.3328,201.828,202.153
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",8,369,14,0.178976,202.502,0.94296,0.353248,203.741,203.977
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",8,369,15,0.177344,199.803,0.932447,0.346112,199.46,201.259
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",8,369,16,0.189728,196.77,0.950299,0.349184,198.039,198.259
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",8,369,17,0.183168,201.732,0.936233,0.347072,202.117,203.198
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",8,369,18,0.181472,194.138,0.945894,0.359424,193.281,195.625
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",8,369,19,0.178944,193.849,0.929597,0.345088,192.666,195.303
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",8,369,20,0.180384,188.909,0.925178,0.323616,191.006,190.338
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",8,369,21,0.175008,195.209,0.91998,0.319456,197.268,196.623
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",8,369,22,0.175168,192.357,0.918086,0.333824,193.787,193.784
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",8,369,23,0.175424,194.445,0.91702,0.365536,196.515,195.903
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",8,369,24,0.17712,198.312,0.924074,0.341984,200.363,199.755
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",8,369,25,0.18064,192.69,0.920031,0.332736,194.775,194.124
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",8,369,26,0.1768,190.597,0.919906,0.344064,190.998,192.038
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",8,369,27,0.177344,203.872,0.92738,0.352288,204.88,205.329
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",8,369,28,0.17952,209.726,0.922284,0.344064,211.801,211.172
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",8,369,29,0.177088,200.14,0.921255,0.32256,201.378,201.561
