dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | P | P | D | N",4,256,0,0.560992,11.6963,0.584109,0.4608,13.3831,13.3022
3,float,uniform,GPU,"P | P | P | P | D | N",4,256,1,0.128512,2.1946,0.556705,0.263168,3.20746,3.14299
3,float,uniform,GPU,"P | P | P | P | D | N",4,256,2,0.140864,2.16597,0.584697,0.26112,3.24942,3.15265
3,float,uniform,GPU,"P | P | P | P | D | N",4,256,3,0.13424,2.19042,0.527318,0.26112,3.18961,3.1131
3,float,uniform,GPU,"P | P | P | P | D | N",4,256,4,0.139456,2.23641,0.522463,0.258048,3.22003,3.15638
3,float,uniform,GPU,"P | P | P | P | D | N",4,256,5,0.136448,2.18068,0.526007,0.262144,3.1635,3.10528
3,float,uniform,GPU,"P | P | P | P | D | N",4,256,6,0.136128,2.22245,0.525895,0.263168,3.17777,3.14764
3,float,uniform,GPU,"P | P | P | P | D | N",4,256,7,0.133856,2.21335,0.529816,0.260096,3.31876,3.13712
3,float,uniform,GPU,"P | P | P | P | D | N",4,256,8,0.13232,2.17746,0.532327,0.256,3.16726,3.0981
3,float,uniform,GPU,"P | P | P | P | D | N",4,256,9,0.131488,2.2215,0.52617,0.259072,3.17641,3.13824
3,float,uniform,GPU,"P | P | P | P | D | N",4,256,10,0.134144,2.26268,0.525014,0.264192,3.18921,3.18603
3,float,uniform,GPU,"P | P | P | P | D | N",4,256,11,0.132288,2.27716,0.529205,0.26112,3.24906,3.19977
3,float,uniform,GPU,"P | P | P | P | D | N",4,256,12,0.138304,2.1878,0.530277,0.259072,3.18587,3.11546
3,float,uniform,GPU,"P | P | P | P | D | N",4,256,13,0.135232,2.19857,0.525482,0.258048,3.1876,3.11733
3,float,uniform,GPU,"P | P | P | P | D | N",4,256,14,0.134208,2.16854,0.525515,0.26112,3.16269,3.08939
3,float,uniform,GPU,"P | P | P | P | D | N",4,256,15,0.133792,2.17264,0.527323,0.262144,3.18372,3.0959
3,float,uniform,GPU,"P | P | P | P | D | N",4,256,16,0.134624,2.1745,0.528361,0.259072,3.16515,3.09656
3,float,uniform,GPU,"P | P | P | P | D | N",4,256,17,0.136512,2.17584,0.527231,0.254976,3.18238,3.09456
3,float,uniform,GPU,"P | P | P | P | D | N",4,256,18,0.132704,2.18814,0.52985,0.263168,3.19095,3.11386
3,float,uniform,GPU,"P | P | P | P | D | N",4,256,19,0.134752,2.17938,0.526875,0.260096,3.18573,3.1011
3,float,uniform,GPU,"P | P | P | P | D | N",4,256,20,0.134624,2.17931,0.527536,0.258048,3.1882,3.09952
3,float,uniform,GPU,"P | P | P | P | D | N",4,256,21,0.13568,2.17595,0.523304,0.268288,3.17692,3.10323
3,float,uniform,GPU,"P | P | P | P | D | N",4,256,22,0.131744,2.19274,0.526845,0.258048,3.19939,3.10938
3,float,uniform,GPU,"P | P | P | P | D | N",4,256,23,0.129504,2.17965,0.529591,0.262144,3.16538,3.10089
3,float,uniform,GPU,"P | P | P | P | D | N",4,256,24,0.131328,2.18461,0.532284,0.26112,3.20187,3.10934
3,float,uniform,GPU,"P | P | P | P | D | N",4,256,25,0.1328,2.16846,0.5251,0.26112,3.16309,3.08748
3,float,uniform,GPU,"P | P | P | P | D | N",4,256,26,0.1352,2.3499,0.529878,0.256,3.30765,3.27098
3,float,uniform,GPU,"P | P | P | P | D | N",4,256,27,0.132608,2.18735,0.543273,0.263168,3.16298,3.1264
3,float,uniform,GPU,"P | P | P | P | D | N",4,256,28,0.134688,2.16757,0.573263,0.260096,3.16644,3.13561
3,float,uniform,GPU,"P | P | P | P | D | N",4,256,29,0.134944,2.17889,0.531189,0.262144,3.17012,3.10717
