dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",1,161,0,0.536864,0.230584,0.835145,0.521216,2.24524,2.12381
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",1,161,1,0.140192,0.214168,0.805714,0.309248,1.60533,1.46932
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",1,161,2,0.142176,0.223018,0.823849,0.29184,1.61757,1.48088
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",1,161,3,0.140384,0.223479,0.820874,0.28672,1.60945,1.47146
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",1,161,4,0.143456,0.214953,0.790975,0.29184,1.57943,1.44122
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",1,161,5,0.143328,0.2121,0.790744,0.289792,1.5719,1.43596
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",1,161,6,0.141344,0.216066,0.791908,0.290816,1.58509,1.44013
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",1,161,7,0.144736,0.215765,0.799296,0.288768,1.58766,1.44857
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",1,161,8,0.141536,0.214367,0.794561,0.288768,1.57502,1.43923
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",1,161,9,0.141984,0.214073,0.788604,0.288768,1.57008,1.43343
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",1,161,10,0.143424,0.214841,0.79332,0.289792,1.57707,1.44138
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",1,161,11,0.141984,0.219322,0.792705,0.293888,1.58079,1.4479
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",1,161,12,0.143392,0.211621,0.791603,0.28672,1.5676,1.43334
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",1,161,13,0.141344,0.21551,0.793718,0.289792,1.57945,1.44036
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",1,161,14,0.145408,0.213496,0.788396,0.293888,1.57501,1.44119
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",1,161,15,0.146976,0.214493,0.790648,0.290816,1.58287,1.44293
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",1,161,16,0.139328,0.214164,0.788458,0.289792,1.57177,1.43174
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",1,161,17,0.146848,0.212719,0.79291,0.287744,1.57826,1.44022
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",1,161,18,0.142336,0.214271,0.793505,0.290816,1.57621,1.44093
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",1,161,19,0.143328,0.213051,0.795457,0.293888,1.57969,1.44572
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",1,161,20,0.146976,0.214694,0.794246,0.287744,1.57943,1.44366
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",1,161,21,0.146816,0.212898,0.790232,0.289792,1.5754,1.43974
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",1,161,22,0.14384,0.213152,0.786098,0.289792,1.56576,1.43288
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",1,161,23,0.142464,0.213449,0.784368,0.287744,1.57513,1.42803
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",1,161,24,0.142432,0.214021,0.790497,0.283648,1.5714,1.4306
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",1,161,25,0.141056,0.212184,0.785825,0.288768,1.56399,1.42783
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",1,161,26,0.142496,0.212225,0.787873,0.287744,1.56422,1.43034
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",1,161,27,0.141152,0.213183,0.790628,0.287744,1.56731,1.43271
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",1,161,28,0.142112,0.214879,0.793627,0.283648,1.57183,1.43427
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",1,161,29,0.140096,0.213642,0.792734,0.289792,1.58115,1.43626
