dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,0,63.6816,511.261,5.824,1.43053,582.369,582.197
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,1,63.6987,503.88,5.78963,0.760768,574.177,574.129
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,2,63.7993,481.195,5.79601,0.767968,551.685,551.559
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,3,63.6978,487.815,5.8184,0.765888,558.225,558.097
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,4,63.8457,473.352,5.81075,0.766912,543.904,543.775
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,5,63.5443,489.415,5.77433,0.76288,559.603,559.497
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,6,63.8789,489.926,5.76511,0.759808,560.442,560.33
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,7,63.9699,485.708,5.7987,0.76592,556.367,556.243
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,8,64.3297,497.797,5.79343,0.76288,568.38,568.683
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,9,64.7872,470.714,5.8079,0.764896,542.216,542.074
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,10,64.2065,485.553,5.85795,0.76896,556.516,556.387
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,11,63.7586,459.743,5.81324,0.762816,530.076,530.077
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,12,63.6817,459.613,5.79836,0.766944,529.981,529.86
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,13,64.0794,483.641,5.80389,0.760768,554.406,554.285
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,14,63.9475,477.075,5.81055,0.762848,547.716,547.595
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,15,63.4453,482.892,5.8185,0.765952,553.04,552.921
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,16,63.8152,471.99,5.80823,0.767936,542.498,542.381
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,17,63.7748,460.093,5.81963,0.766912,530.573,530.454
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,18,63.3177,462.273,5.82143,0.764928,532.252,532.177
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,19,63.7984,482.611,5.80258,0.766944,553.098,552.978
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,20,63.7389,461.135,5.80602,0.763872,531.506,531.443
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,21,63.6019,475.841,5.79442,0.761792,546.129,545.999
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,22,64.296,461.043,5.77999,0.763872,532,531.883
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,23,63.6745,474.314,5.79274,0.76384,544.663,544.545
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,24,63.6119,463.138,5.78244,0.765888,533.292,533.298
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,25,63.763,463.407,5.78962,0.765984,533.855,533.726
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,26,63.5273,489.526,5.79729,0.762848,559.731,559.613
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,27,64.1889,460.032,5.78732,0.76384,530.53,530.772
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,28,64.2522,464.996,5.84402,0.76288,535.972,535.855
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,29,63.7539,465.536,5.79937,0.764896,535.821,535.854
