dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,0,12.5525,168.387,0.62726,0.321568,182.808,181.888
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,1,10.7892,71.6671,0.619385,0.102368,83.7638,83.1781
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,2,10.7565,69.9884,0.614981,0.100352,82.0182,81.4603
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,3,10.7582,65.3642,0.617048,0.099328,77.403,76.8388
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,4,10.9008,67.1184,0.618816,0.100352,79.3082,78.7384
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,5,10.919,65.3131,0.617493,0.09936,77.5186,76.9489
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,6,10.9321,69.2802,0.620306,0.102368,81.5046,80.9349
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,7,10.9159,65.3375,0.618196,0.099328,77.5406,76.9709
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,8,10.7864,72.4956,0.622829,0.101344,84.5688,84.0062
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,9,10.7884,63.5296,0.618484,0.102368,75.6029,75.0389
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,10,10.9787,64.1267,0.624226,0.099296,76.4022,75.8289
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,11,10.9776,68.9146,0.620032,0.101376,81.1878,80.6136
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,12,11.0156,66.1817,0.620082,0.1024,78.4941,77.9197
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,13,10.925,68.5351,0.61535,0.099296,80.75,80.1748
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,14,10.857,65.8697,0.616206,0.098272,78.008,77.4412
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,15,10.9375,72.0669,0.62074,0.101344,84.2939,83.7266
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,16,10.9453,63.423,0.618486,0.1024,75.6587,75.0892
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,17,10.7762,67.3228,0.612625,0.100352,79.3374,78.812
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,18,10.7814,66.8386,0.619321,0.103392,78.8776,78.3427
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,19,10.955,67.0244,0.62493,0.101376,79.2739,78.7057
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,20,10.7567,72.0456,0.618134,0.10032,84.066,83.5208
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,21,10.9068,70.3525,0.620655,0.097312,82.56,81.9773
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,22,10.8696,70.4532,0.614028,0.101408,82.584,82.0383
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,23,10.9018,68.4792,0.616078,0.099296,80.6482,80.0964
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,24,10.8895,65.0461,0.617054,0.099296,77.1699,76.6519
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,25,10.8533,67.1026,0.617771,0.099296,79.2391,78.6729
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,26,10.8859,60.0714,0.616994,0.101344,72.1581,71.6756
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,27,10.9868,67.4273,0.618995,0.098272,79.7004,79.1313
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,28,10.9352,71.2261,0.615632,0.099328,83.3628,82.8762
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,323,29,10.9135,64.3039,0.619296,0.099328,76.4774,75.9361
