dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,0,0.709856,12.544,0.464355,0.251904,14.0969,13.9701
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,1,0.128384,1.88721,0.443318,0.124928,2.64283,2.58384
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,2,0.13296,1.88688,0.410243,0.123904,2.61532,2.55399
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,3,0.13328,1.88516,0.419074,0.123904,2.62305,2.56142
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,4,0.133056,1.87796,0.423685,0.137216,2.62142,2.57191
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,5,0.134752,1.87508,0.419967,0.124928,2.63223,2.55473
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,6,0.135616,1.87784,0.477832,0.120832,2.66354,2.61212
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,7,0.131968,1.88038,0.414907,0.124928,2.62995,2.55218
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,8,0.133632,1.88043,0.417462,0.126976,2.63194,2.5585
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,9,0.134464,1.87844,0.425223,0.12288,2.61987,2.56101
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,10,0.134432,1.87885,0.418865,0.121856,2.62857,2.55401
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,11,0.13232,1.88112,0.416656,0.123904,2.61632,2.554
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,12,0.134304,1.8694,0.423837,0.12288,2.61172,2.55042
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,13,0.136128,1.90177,0.426668,0.125952,2.65958,2.59052
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,14,0.135264,1.88357,0.421684,0.12288,2.63812,2.5634
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,15,0.133664,1.88854,0.422565,0.12288,2.64141,2.56765
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,16,0.142272,1.91006,0.424381,0.125952,2.67637,2.60267
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,17,0.133344,1.89919,0.412617,0.124928,2.64252,2.57008
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,18,0.134816,1.91969,0.416921,0.12288,2.67311,2.59431
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,19,0.133728,1.86174,0.439731,0.121856,2.62406,2.55706
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,20,0.135552,1.88091,0.42247,0.123904,2.61524,2.56283
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,21,0.132192,1.86846,0.420812,0.12288,2.60207,2.54434
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,22,0.133568,1.87673,0.422839,0.123904,2.62825,2.55704
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,23,0.131936,1.87838,0.417223,0.12288,2.62836,2.55042
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,24,0.13536,1.85495,0.42563,0.121856,2.60767,2.5378
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,25,0.134976,1.86559,0.429756,0.123904,2.62529,2.55423
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,26,0.142432,1.89152,0.419342,0.120832,2.6515,2.57413
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,27,0.134528,1.88963,0.422071,0.124928,2.64691,2.57116
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,28,0.137504,1.86709,0.423982,0.12288,2.60674,2.55145
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,29,0.134016,1.87153,0.418971,0.12288,2.60633,2.5474
