dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,369,0,0.920864,462.609,2.81016,1.04243,464.149,467.383
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,369,1,0.371936,377.311,2.70613,0.719872,381.076,381.109
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,369,2,0.350304,352.992,2.71402,0.718848,356.849,356.775
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,369,3,0.352096,371.391,2.78406,0.716704,363.918,375.243
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,369,4,0.350464,400.338,2.69887,0.713728,398.775,404.101
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,369,5,0.349216,362.602,2.71751,0.717824,365.854,366.387
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,369,6,0.373664,353.269,2.76,0.738304,355.816,357.141
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,369,7,0.352608,356.456,2.75461,0.729088,359.488,360.292
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,369,8,0.35344,370.482,2.74194,0.72192,374.312,374.299
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,369,9,0.348064,353.152,2.72206,0.714752,352.619,356.937
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,369,10,0.350528,354.402,2.70998,0.72192,358.075,358.185
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,369,11,0.350272,361.291,2.78103,0.729088,364.418,365.151
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,369,12,0.349472,354.762,2.71744,0.717824,356.577,358.546
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,369,13,0.350528,354.916,2.70334,0.718848,354.613,358.689
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,369,14,0.368608,350.839,2.71443,0.715776,354.695,354.638
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,369,15,0.35088,356.721,2.70791,0.72192,359.783,360.502
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,369,16,0.351936,367.693,2.70863,0.7168,370.089,371.471
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,369,17,0.351392,369.216,2.70266,0.72192,362.667,372.992
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,369,18,0.352928,376.534,2.73436,0.723968,360.797,380.345
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,369,19,0.351712,358.184,2.71017,0.715776,354.907,361.962
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,369,20,0.369728,351.422,2.72313,0.72192,354.092,355.236
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,369,21,0.358048,363.719,2.71675,0.720896,354.223,367.515
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,369,22,0.368032,357.105,2.75535,0.730112,360.74,360.959
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,369,23,0.35104,352.943,2.71034,0.714752,352.042,356.719
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,369,24,0.34784,365.742,2.70672,0.715776,358.478,369.512
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,369,25,0.352096,383.406,2.70817,0.726016,385.637,387.193
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,369,26,0.351584,371.479,2.74442,0.724992,375.326,375.3
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,369,27,0.377184,390.673,2.73075,0.72192,370.8,394.503
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,369,28,0.351424,358.065,2.70607,0.7168,361.71,361.84
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,369,29,0.352288,352.975,2.72194,0.7168,353.027,356.766
