dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,0,0.500512,246.479,2.46782,1.30144,250.905,250.749
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,1,0.45504,234.336,2.43821,0.489472,237.818,237.718
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,2,0.453408,240.968,2.42462,0.489408,244.433,244.335
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,3,0.454048,236.428,2.44087,0.490464,239.914,239.814
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,4,0.452192,239.696,2.45281,0.49456,243.196,243.095
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,5,0.453056,253.167,2.46063,0.491456,256.678,256.572
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,6,0.45568,245.648,2.44989,0.489472,249.144,249.043
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,7,0.454976,246.988,2.43524,0.488448,250.464,250.367
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,8,0.456672,254.519,2.46894,0.492512,258.043,257.937
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,9,0.454304,239.295,2.42894,0.50272,242.775,242.681
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,10,0.459456,234.841,2.44165,0.49248,238.331,238.235
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,11,0.462592,242.613,2.44369,0.488416,246.11,246.008
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,12,0.456032,238.944,2.45382,0.49152,242.451,242.346
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,13,0.472736,239.302,2.46102,0.4976,242.818,242.733
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,14,0.457696,238.269,2.44231,0.490464,241.759,241.659
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,15,0.453952,263.184,2.45576,0.489472,266.689,266.584
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,16,0.46016,249.338,2.43559,0.490432,252.829,252.724
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,17,0.454176,240.581,2.44772,0.493536,244.086,243.977
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,18,0.454112,233.661,2.45597,0.491488,237.162,237.063
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,19,0.462048,235.915,2.42922,0.48736,239.332,239.293
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,20,0.453952,235.839,2.50184,0.498656,239.413,239.293
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,21,0.45568,249.17,2.4649,0.488416,252.679,252.579
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,22,0.457216,250.053,2.43503,0.495584,253.53,253.441
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,23,0.453664,258.498,2.46668,0.490464,262.016,261.909
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,24,0.45504,235.003,2.44011,0.490464,238.487,238.389
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,25,0.45424,244.883,2.45672,0.490464,248.386,248.284
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,26,0.455904,239.939,2.43665,0.49248,243.42,243.324
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,27,0.466752,234.395,2.44824,0.490464,237.899,237.8
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,28,0.454208,233.633,2.44074,0.48736,237.113,237.016
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,29,0.452256,232.798,2.45971,0.490464,236.298,236.201
