dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"D | D | D | D | N | D",2,203,0,8.31725,8.60794,0.765319,0.2816,18.1025,17.9721
3,float,uniform,CPU,"D | D | D | D | N | D",2,203,1,7.66758,0.926903,0.735902,0.144384,9.52472,9.47477
3,float,uniform,CPU,"D | D | D | D | N | D",2,203,2,7.5697,0.945323,0.716939,0.146432,9.46443,9.37839
3,float,uniform,CPU,"D | D | D | D | N | D",2,203,3,7.54982,0.933304,0.722538,0.144416,9.40677,9.35008
3,float,uniform,CPU,"D | D | D | D | N | D",2,203,4,7.59744,0.93616,0.732708,0.144384,9.49674,9.41069
3,float,uniform,CPU,"D | D | D | D | N | D",2,203,5,7.66688,0.935613,0.73197,0.145408,9.56948,9.47987
3,float,uniform,CPU,"D | D | D | D | N | D",2,203,6,7.62646,0.932579,0.729028,0.144384,9.51893,9.43246
3,float,uniform,CPU,"D | D | D | D | N | D",2,203,7,7.56976,0.932783,0.729008,0.146432,9.46289,9.37798
3,float,uniform,CPU,"D | D | D | D | N | D",2,203,8,7.51034,0.929327,0.734204,0.142336,9.41719,9.3162
3,float,uniform,CPU,"D | D | D | D | N | D",2,203,9,7.6295,0.945529,0.734243,0.14848,9.54553,9.45776
3,float,uniform,CPU,"D | D | D | D | N | D",2,203,10,7.59402,0.971779,0.734316,0.145408,9.5364,9.44552
3,float,uniform,CPU,"D | D | D | D | N | D",2,203,11,7.59843,0.958109,0.725813,0.14336,9.49168,9.42571
3,float,uniform,CPU,"D | D | D | D | N | D",2,203,12,7.50675,0.935287,0.734992,0.144384,9.41159,9.32142
3,float,uniform,CPU,"D | D | D | D | N | D",2,203,13,7.50602,0.961561,0.725046,0.14336,9.39727,9.33598
3,float,uniform,CPU,"D | D | D | D | N | D",2,203,14,7.4793,1.029,0.723911,0.14336,9.46829,9.37557
3,float,uniform,CPU,"D | D | D | D | N | D",2,203,15,7.64134,0.932213,0.735917,0.147456,9.54773,9.45693
3,float,uniform,CPU,"D | D | D | D | N | D",2,203,16,7.70646,0.93884,0.731564,0.145408,9.61371,9.52227
3,float,uniform,CPU,"D | D | D | D | N | D",2,203,17,7.59632,1.0101,0.731704,0.144384,9.57208,9.48251
3,float,uniform,CPU,"D | D | D | D | N | D",2,203,18,7.63629,0.932135,0.759059,0.145408,9.56164,9.47289
3,float,uniform,CPU,"D | D | D | D | N | D",2,203,19,7.62566,0.952178,0.727127,0.145408,9.50662,9.45038
3,float,uniform,CPU,"D | D | D | D | N | D",2,203,20,7.6513,0.934328,0.73422,0.145408,9.55525,9.46525
3,float,uniform,CPU,"D | D | D | D | N | D",2,203,21,7.41139,0.92269,0.733046,0.142336,9.29647,9.20946
3,float,uniform,CPU,"D | D | D | D | N | D",2,203,22,7.61834,0.932002,0.74746,0.14336,9.53319,9.44116
3,float,uniform,CPU,"D | D | D | D | N | D",2,203,23,7.46867,0.937093,0.724777,0.145408,9.35767,9.27595
3,float,uniform,CPU,"D | D | D | D | N | D",2,203,24,7.60461,0.936688,0.758905,0.144384,9.53046,9.44459
3,float,uniform,CPU,"D | D | D | D | N | D",2,203,25,7.64301,0.940909,0.721393,0.142336,9.4667,9.44765
3,float,uniform,CPU,"D | D | D | D | N | D",2,203,26,7.46573,0.982156,0.724166,0.146432,9.40439,9.31848
3,float,uniform,CPU,"D | D | D | D | N | D",2,203,27,7.66189,0.941833,0.765575,0.14336,9.60725,9.51266
3,float,uniform,CPU,"D | D | D | D | N | D",2,203,28,7.6599,0.930789,0.735071,0.144384,9.55754,9.47015
3,float,uniform,CPU,"D | D | D | D | N | D",2,203,29,7.49763,0.970646,0.730426,0.145376,9.43129,9.34408
