dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | P | P | P | P",6,465,0,0.952416,0,2483.31,3.20611,2487.46,2487.47
3,double,uniform,GPU,"P | P | P | P | P | P",6,465,1,0.866304,0,2442.17,1.89843,2445.06,2444.94
3,double,uniform,GPU,"P | P | P | P | P | P",6,465,2,0.873056,0,2447.96,1.89747,2450.85,2450.73
3,double,uniform,GPU,"P | P | P | P | P | P",6,465,3,0.875488,0,2433.16,1.90154,2435.98,2435.94
3,double,uniform,GPU,"P | P | P | P | P | P",6,465,4,0.873216,0,2434.61,1.90973,2437.52,2437.4
3,double,uniform,GPU,"P | P | P | P | P | P",6,465,5,0.863264,0,2442.5,1.89542,2445.37,2445.26
3,double,uniform,GPU,"P | P | P | P | P | P",6,465,6,0.873152,0,2423.33,1.90659,2426.23,2426.11
3,double,uniform,GPU,"P | P | P | P | P | P",6,465,7,0.864192,0,2431.06,1.89434,2433.92,2433.82
3,double,uniform,GPU,"P | P | P | P | P | P",6,465,8,0.872416,0,2431.56,1.88106,2434.38,2434.31
3,double,uniform,GPU,"P | P | P | P | P | P",6,465,9,0.865504,0,2440.84,1.89843,2443.71,2443.6
3,double,uniform,GPU,"P | P | P | P | P | P",6,465,10,0.871936,0,2421.27,1.90874,2424.18,2424.05
3,double,uniform,GPU,"P | P | P | P | P | P",6,465,11,0.862624,0,2422.21,1.89539,2425.07,2424.97
3,double,uniform,GPU,"P | P | P | P | P | P",6,465,12,0.862752,0,2427.76,1.88614,2430.62,2430.51
3,double,uniform,GPU,"P | P | P | P | P | P",6,465,13,0.862112,0,2429.28,1.88515,2432.13,2432.03
3,double,uniform,GPU,"P | P | P | P | P | P",6,465,14,0.861056,0,2435.09,1.88826,2437.95,2437.84
3,double,uniform,GPU,"P | P | P | P | P | P",6,465,15,0.871328,0,2433,1.91072,2435.9,2435.78
3,double,uniform,GPU,"P | P | P | P | P | P",6,465,16,0.862688,0,2427.78,1.89338,2430.63,2430.53
3,double,uniform,GPU,"P | P | P | P | P | P",6,465,17,0.864864,0,2447.48,1.89542,2450.35,2450.24
3,double,uniform,GPU,"P | P | P | P | P | P",6,465,18,0.862336,0,2427.16,1.88515,2430.01,2429.91
3,double,uniform,GPU,"P | P | P | P | P | P",6,465,19,0.872704,0,2437.21,1.88618,2440.07,2439.97
3,double,uniform,GPU,"P | P | P | P | P | P",6,465,20,0.861152,0,2435.58,1.88509,2438.43,2438.33
3,double,uniform,GPU,"P | P | P | P | P | P",6,465,21,0.863616,0,2444.31,1.88826,2447.16,2447.06
3,double,uniform,GPU,"P | P | P | P | P | P",6,465,22,0.863072,0,2443.13,1.88928,2445.98,2445.88
3,double,uniform,GPU,"P | P | P | P | P | P",6,465,23,0.863104,0,2435.48,1.88618,2438.33,2438.23
3,double,uniform,GPU,"P | P | P | P | P | P",6,465,24,0.875424,0,2422.91,1.91286,2425.83,2425.7
3,double,uniform,GPU,"P | P | P | P | P | P",6,465,25,0.86224,0,2420.98,1.90157,2423.85,2423.75
3,double,uniform,GPU,"P | P | P | P | P | P",6,465,26,0.865408,0,2424.78,1.88826,2427.64,2427.53
3,double,uniform,GPU,"P | P | P | P | P | P",6,465,27,0.864192,0,2445.33,1.89133,2448.19,2448.09
3,double,uniform,GPU,"P | P | P | P | P | P",6,465,28,0.864832,0,2467.77,1.88618,2470.62,2470.52
3,double,uniform,GPU,"P | P | P | P | P | P",6,465,29,0.863136,0,2431.67,1.88512,2434.52,2434.42
