dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"D | D | D | D | N | D",4,406,0,63.9745,574.678,8.28807,1.38029,648.238,648.321
3,double,uniform,CPU,"D | D | D | D | N | D",4,406,1,63.6505,495.188,8.29291,0.764928,568.018,567.896
3,double,uniform,CPU,"D | D | D | D | N | D",4,406,2,63.7853,495.876,8.29159,0.764928,568.852,568.718
3,double,uniform,CPU,"D | D | D | D | N | D",4,406,3,63.8893,505.558,8.30643,0.76288,578.637,578.517
3,double,uniform,CPU,"D | D | D | D | N | D",4,406,4,63.9964,484.221,8.29066,0.764928,557.394,557.273
3,double,uniform,CPU,"D | D | D | D | N | D",4,406,5,63.4316,471.379,8.27618,0.772064,543.971,543.858
3,double,uniform,CPU,"D | D | D | D | N | D",4,406,6,63.6681,470.742,8.29817,0.762848,543.594,543.472
3,double,uniform,CPU,"D | D | D | D | N | D",4,406,7,63.6975,470.597,8.28915,0.76592,543.464,543.35
3,double,uniform,CPU,"D | D | D | D | N | D",4,406,8,63.7922,476.001,8.29927,0.76592,548.98,548.859
3,double,uniform,CPU,"D | D | D | D | N | D",4,406,9,64.3258,471.022,8.29651,0.764864,544.526,544.409
3,double,uniform,CPU,"D | D | D | D | N | D",4,406,10,63.4724,463.938,8.36694,0.780224,536.672,536.557
3,double,uniform,CPU,"D | D | D | D | N | D",4,406,11,63.8492,490.962,8.3525,0.77616,564.069,563.94
3,double,uniform,CPU,"D | D | D | D | N | D",4,406,12,64.4673,476.207,8.27496,0.763872,549.338,549.713
3,double,uniform,CPU,"D | D | D | D | N | D",4,406,13,63.7388,468.13,8.3014,0.764896,541.056,540.935
3,double,uniform,CPU,"D | D | D | D | N | D",4,406,14,63.8866,476.058,8.30783,0.764896,549.138,549.017
3,double,uniform,CPU,"D | D | D | D | N | D",4,406,15,64.7464,463.782,8.28505,0.772064,536.886,537.586
3,double,uniform,CPU,"D | D | D | D | N | D",4,406,16,64.0217,486.232,8.29748,0.767968,559.442,559.319
3,double,uniform,CPU,"D | D | D | D | N | D",4,406,17,63.8365,454.179,8.30275,0.766912,527.204,527.085
3,double,uniform,CPU,"D | D | D | D | N | D",4,406,18,63.719,462.882,8.28278,0.76288,535.687,535.647
3,double,uniform,CPU,"D | D | D | D | N | D",4,406,19,63.9248,475.48,8.28806,0.76496,548.579,548.457
3,double,uniform,CPU,"D | D | D | D | N | D",4,406,20,64.0536,479.118,8.29055,0.762848,552.35,552.225
3,double,uniform,CPU,"D | D | D | D | N | D",4,406,21,64.3965,484.671,8.27926,0.764864,558.127,558.111
3,double,uniform,CPU,"D | D | D | D | N | D",4,406,22,63.6802,470.395,8.37007,0.777184,543.289,543.223
3,double,uniform,CPU,"D | D | D | D | N | D",4,406,23,64.3935,463.478,8.39857,0.78336,537.173,537.053
3,double,uniform,CPU,"D | D | D | D | N | D",4,406,24,63.6817,463.72,8.27418,0.763872,536.431,536.439
3,double,uniform,CPU,"D | D | D | D | N | D",4,406,25,63.7325,465.25,8.27747,0.763872,538.098,538.024
3,double,uniform,CPU,"D | D | D | D | N | D",4,406,26,63.7979,463.953,8.25947,0.761792,536.83,536.772
3,double,uniform,CPU,"D | D | D | D | N | D",4,406,27,63.6163,456.112,8.30066,0.765952,528.916,528.795
3,double,uniform,CPU,"D | D | D | D | N | D",4,406,28,63.646,462.63,8.28089,0.764896,535.43,535.322
3,double,uniform,CPU,"D | D | D | D | N | D",4,406,29,63.9744,482.389,8.29153,0.765952,555.551,555.42
