dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | P | P | P | P",8,369,0,1.21907,0,963.593,1.18579,952.618,965.998
3,double,uniform,GPU,"P | P | P | P | P | P",8,369,1,0.358464,0,790.089,0.734144,791.149,791.182
3,double,uniform,GPU,"P | P | P | P | P | P",8,369,2,0.359616,0,898.196,0.733088,899.23,899.289
3,double,uniform,GPU,"P | P | P | P | P | P",8,369,3,0.341888,0,773.265,0.70656,772.249,774.313
3,double,uniform,GPU,"P | P | P | P | P | P",8,369,4,0.36016,0,742.632,0.737248,743.698,743.729
3,double,uniform,GPU,"P | P | P | P | P | P",8,369,5,0.354272,0,765.352,0.742336,766.38,766.449
3,double,uniform,GPU,"P | P | P | P | P | P",8,369,6,0.348416,0,795.451,0.730016,796.471,796.53
3,double,uniform,GPU,"P | P | P | P | P | P",8,369,7,0.353504,0,783.863,0.734144,784.891,784.951
3,double,uniform,GPU,"P | P | P | P | P | P",8,369,8,0.349952,0,779.262,0.71568,780.264,780.328
3,double,uniform,GPU,"P | P | P | P | P | P",8,369,9,0.346144,0,759.568,0.716768,756.863,760.631
3,double,uniform,GPU,"P | P | P | P | P | P",8,369,10,0.357152,0,749.758,0.725984,750.777,750.841
3,double,uniform,GPU,"P | P | P | P | P | P",8,369,11,0.346592,0,751.41,0.724992,750.392,752.481
3,double,uniform,GPU,"P | P | P | P | P | P",8,369,12,0.347744,0,761.085,0.72288,760.085,762.155
3,double,uniform,GPU,"P | P | P | P | P | P",8,369,13,0.354432,0,749.019,0.722912,750.037,750.096
3,double,uniform,GPU,"P | P | P | P | P | P",8,369,14,0.347328,0,745.083,0.720832,746.096,746.151
3,double,uniform,GPU,"P | P | P | P | P | P",8,369,15,0.348128,0,767.258,0.717792,768.256,768.324
3,double,uniform,GPU,"P | P | P | P | P | P",8,369,16,0.349056,0,756.472,0.741344,754.969,757.562
3,double,uniform,GPU,"P | P | P | P | P | P",8,369,17,0.348192,0,734.328,0.718848,733.254,735.395
3,double,uniform,GPU,"P | P | P | P | P | P",8,369,18,0.347424,0,749.632,0.7352,745.072,750.715
3,double,uniform,GPU,"P | P | P | P | P | P",8,369,19,0.345504,0,749.182,0.717792,749.965,750.246
3,double,uniform,GPU,"P | P | P | P | P | P",8,369,20,0.342176,0,744.74,0.708576,740.943,745.791
3,double,uniform,GPU,"P | P | P | P | P | P",8,369,21,0.345024,0,763.991,0.726944,758.482,765.063
3,double,uniform,GPU,"P | P | P | P | P | P",8,369,22,0.350784,0,758.455,0.740352,757.193,759.547
3,double,uniform,GPU,"P | P | P | P | P | P",8,369,23,0.353472,0,759.269,0.726944,760.265,760.349
3,double,uniform,GPU,"P | P | P | P | P | P",8,369,24,0.344416,0,742.368,0.708608,741.858,743.421
3,double,uniform,GPU,"P | P | P | P | P | P",8,369,25,0.34192,0,741.551,0.7096,739.477,742.602
3,double,uniform,GPU,"P | P | P | P | P | P",8,369,26,0.345568,0,743.674,0.7096,742.918,744.729
3,double,uniform,GPU,"P | P | P | P | P | P",8,369,27,0.347296,0,760.148,0.722976,757.866,761.218
3,double,uniform,GPU,"P | P | P | P | P | P",8,369,28,0.34576,0,748.508,0.722912,742.746,749.577
3,double,uniform,GPU,"P | P | P | P | P | P",8,369,29,0.3488,0,791.034,0.720832,792.084,792.104
