dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,0,0.911808,563.013,3.33909,0.719872,570.53,567.983
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,1,0.860736,547.473,3.21876,0.516128,554.301,552.069
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,2,0.86752,546.661,3.21973,0.51712,553.384,551.266
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,3,0.868032,528.012,3.22055,0.511008,534.792,532.612
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,4,0.863328,561.993,3.22861,0.51504,568.711,566.6
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,5,0.86656,557.854,3.22248,0.512992,564.611,562.456
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,6,0.870176,537.956,3.22357,0.52736,544.756,542.578
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,7,0.863744,527.488,3.21502,0.523264,534.254,532.09
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,8,0.865312,551.675,3.22816,0.49872,558.42,556.267
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,9,0.86928,543.422,3.22803,0.542688,550.225,548.062
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,10,0.86384,531.623,3.21307,0.50688,538.436,536.207
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,11,0.862464,538.602,3.22012,0.52528,545.365,543.21
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,12,0.860992,534.16,3.20559,0.535552,540.941,538.763
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,13,0.862112,524.871,3.22958,0.531456,531.681,529.494
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,14,0.860928,542.586,3.21488,0.517088,549.389,547.178
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,15,0.865312,518.203,3.21614,0.523232,524.908,522.807
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,16,0.86464,548.789,3.21144,0.503776,555.53,553.369
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,17,0.874752,556.507,3.24597,0.536544,563.399,561.164
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,18,0.865824,529.621,3.22783,0.509984,536.343,534.224
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,19,0.860864,538.354,3.1876,0.533536,531.021,542.936
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,20,0.862304,559.94,3.22575,0.528352,566.713,564.557
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,21,0.864128,523.693,3.2116,0.516128,530.506,528.285
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,22,0.8688,549.196,3.2148,0.535552,555.971,553.815
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,23,0.860704,527.164,3.22415,0.529408,534.029,531.778
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,24,0.862112,523.922,3.21063,0.509952,530.678,528.505
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,25,0.867424,532.506,3.20749,0.516096,539.259,537.097
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,26,0.861024,516.441,3.21821,0.50896,523.158,521.029
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,27,0.860736,528.793,3.22704,0.548864,535.601,533.429
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,28,0.86304,517.865,3.21839,0.521216,524.637,522.468
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,29,0.862432,536.062,3.22132,0.501792,542.797,540.647
