dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,256,0,0.674592,13.6197,0.511089,0.472064,15.3493,15.2774
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,256,1,0.134144,4.06256,0.490903,0.267264,5.01256,4.95487
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,256,2,0.136768,4.06054,0.449815,0.265216,5.01469,4.91234
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,256,3,0.14064,4.05203,0.450453,0.265216,4.97899,4.90834
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,256,4,0.130752,4.13969,0.452602,0.26624,5.07873,4.98928
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,256,5,0.133024,4.08172,0.456546,0.269312,4.99919,4.9406
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,256,6,0.132704,4.06792,0.452973,0.265216,4.97092,4.91881
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,256,7,0.133952,4.06911,0.454748,0.268288,4.98846,4.9261
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,256,8,0.133504,4.0431,0.600761,0.268288,5.13721,5.04565
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,256,9,0.13776,4.03227,0.455783,0.268288,4.96797,4.8941
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,256,10,0.133408,4.04253,0.459606,0.26624,4.99091,4.90179
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,256,11,0.134848,4.09493,0.454933,0.265216,5.04236,4.94993
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,256,12,0.134976,4.05662,0.518353,0.262144,5.0639,4.97209
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,256,13,0.13216,4.02405,0.497207,0.263168,4.96214,4.91659
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,256,14,0.133728,4.22658,0.455742,0.268288,5.06047,5.08434
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,256,15,0.133664,4.14757,0.452362,0.269312,5.01958,5.00291
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,256,16,0.13376,4.02591,0.453904,0.26624,4.9618,4.87981
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,256,17,0.13552,4.14877,0.44657,0.267264,5.00693,4.99812
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,256,18,0.13312,4.03992,0.452489,0.26112,5.02562,4.88665
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,256,19,0.13648,4.18429,0.453259,0.26624,4.98069,5.04027
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,256,20,0.133952,4.03933,0.45639,0.272384,4.98592,4.90206
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,256,21,0.134752,4.13028,0.446179,0.268288,5.00178,4.9795
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,256,22,0.133184,4.03993,0.455587,0.270336,4.97995,4.89903
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,256,23,0.135584,4.14198,0.451143,0.268288,5.03315,4.99699
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,256,24,0.133056,4.07163,0.45198,0.268288,4.9735,4.92495
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,256,25,0.133344,4.09647,0.445305,0.264192,4.97843,4.93931
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,256,26,0.13648,4.0296,0.456555,0.26624,4.96634,4.88888
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,256,27,0.131904,4.04656,0.446799,0.26624,4.9718,4.8915
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,256,28,0.134336,4.03848,0.447611,0.264192,4.97841,4.88462
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,256,29,0.137888,4.029,0.44877,0.267296,4.97345,4.88295
