dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | P | P | P | P",2,203,0,0.840096,0,152.921,0.807936,154.66,154.569
3,double,uniform,GPU,"P | P | P | P | P | P",2,203,1,0.242432,0,6.72057,0.487424,7.52709,7.45042
3,double,uniform,GPU,"P | P | P | P | P | P",2,203,2,0.241664,0,6.70323,0.4864,7.49733,7.43129
3,double,uniform,GPU,"P | P | P | P | P | P",2,203,3,0.246816,0,6.68748,0.490496,7.49888,7.42479
3,double,uniform,GPU,"P | P | P | P | P | P",2,203,4,0.246912,0,6.71047,0.490496,7.53898,7.44788
3,double,uniform,GPU,"P | P | P | P | P | P",2,203,5,0.2456,0,6.70696,0.4864,7.51751,7.43896
3,double,uniform,GPU,"P | P | P | P | P | P",2,203,6,0.245024,0,6.70688,0.4864,7.51013,7.4383
3,double,uniform,GPU,"P | P | P | P | P | P",2,203,7,0.246592,0,6.72444,0.489472,7.53815,7.4605
3,double,uniform,GPU,"P | P | P | P | P | P",2,203,8,0.24304,0,6.77217,0.488448,7.58087,7.50365
3,double,uniform,GPU,"P | P | P | P | P | P",2,203,9,0.245888,0,6.7188,0.488448,7.53416,7.45314
3,double,uniform,GPU,"P | P | P | P | P | P",2,203,10,0.247104,0,6.7064,0.4864,7.51923,7.43991
3,double,uniform,GPU,"P | P | P | P | P | P",2,203,11,0.2448,0,6.70787,0.488448,7.51649,7.44112
3,double,uniform,GPU,"P | P | P | P | P | P",2,203,12,0.245984,0,6.66769,0.488448,7.47735,7.40212
3,double,uniform,GPU,"P | P | P | P | P | P",2,203,13,0.24368,0,6.70291,0.4864,7.50996,7.43299
3,double,uniform,GPU,"P | P | P | P | P | P",2,203,14,0.246048,0,6.69288,0.488448,7.5028,7.42737
3,double,uniform,GPU,"P | P | P | P | P | P",2,203,15,0.243584,0,6.69795,0.483328,7.49747,7.42486
3,double,uniform,GPU,"P | P | P | P | P | P",2,203,16,0.250656,0,6.69969,0.492544,7.52083,7.44289
3,double,uniform,GPU,"P | P | P | P | P | P",2,203,17,0.250016,0,6.77444,0.489472,7.61543,7.51393
3,double,uniform,GPU,"P | P | P | P | P | P",2,203,18,0.248352,0,6.72276,0.4864,7.54772,7.45752
3,double,uniform,GPU,"P | P | P | P | P | P",2,203,19,0.243392,0,6.69359,0.489472,7.50122,7.42645
3,double,uniform,GPU,"P | P | P | P | P | P",2,203,20,0.245632,0,6.71283,0.492544,7.54358,7.451
3,double,uniform,GPU,"P | P | P | P | P | P",2,203,21,0.24416,0,6.69939,0.489472,7.51148,7.43302
3,double,uniform,GPU,"P | P | P | P | P | P",2,203,22,0.247776,0,6.70405,0.490496,7.52426,7.44232
3,double,uniform,GPU,"P | P | P | P | P | P",2,203,23,0.244448,0,6.72069,0.483328,7.52912,7.44846
3,double,uniform,GPU,"P | P | P | P | P | P",2,203,24,0.246656,0,6.71664,0.490496,7.53295,7.4538
3,double,uniform,GPU,"P | P | P | P | P | P",2,203,25,0.249504,0,6.70038,0.494592,7.52453,7.44448
3,double,uniform,GPU,"P | P | P | P | P | P",2,203,26,0.244736,0,6.69226,0.490496,7.50198,7.4275
3,double,uniform,GPU,"P | P | P | P | P | P",2,203,27,0.2432,0,6.69215,0.487424,7.49923,7.42277
3,double,uniform,GPU,"P | P | P | P | P | P",2,203,28,0.25104,0,6.70024,0.487424,7.51466,7.4387
3,double,uniform,GPU,"P | P | P | P | P | P",2,203,29,0.247648,0,6.69395,0.487424,7.50799,7.42902
