dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,0,0.67376,12.6726,0.287981,0.208896,14.3916,13.8432
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,1,0.128672,1.91389,0.277924,0.103424,2.83031,2.42391
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,2,0.126528,1.87562,0.233843,0.101376,2.74636,2.33737
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,3,0.130752,1.89158,0.239314,0.096256,2.77527,2.3579
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,4,0.128,1.95796,0.236264,0.099328,2.84003,2.42155
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,5,0.12848,1.88574,0.236076,0.098304,2.74541,2.3486
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,6,0.1296,1.88975,0.237649,0.100352,2.76666,2.35735
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,7,0.132992,2.00389,0.236686,0.100352,2.8907,2.47392
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,8,0.1304,1.96924,0.235706,0.099328,2.84319,2.43467
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,9,0.12928,2.06158,0.234376,0.099328,2.8027,2.52456
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,10,0.127296,1.89912,0.240817,0.100352,2.77625,2.36758
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,11,0.129376,1.89495,0.239654,0.101376,2.77159,2.36535
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,12,0.12704,1.86781,0.235707,0.101376,2.73077,2.33193
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,13,0.130656,2.04556,0.236869,0.1024,2.92288,2.51548
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,14,0.1312,1.87001,0.237158,0.100352,2.75671,2.33872
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,15,0.129856,1.91064,0.238583,0.100352,2.82073,2.37944
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,16,0.13232,1.86659,0.238407,0.104448,2.95685,2.34176
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,17,0.135072,1.92242,0.236347,0.099328,2.80528,2.39317
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,18,0.127008,1.92853,0.238253,0.099328,2.81161,2.39312
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,19,0.126496,1.88672,0.233646,0.098304,2.82387,2.34517
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,20,0.128384,1.96935,0.235031,0.101376,2.84437,2.43414
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,21,0.12976,1.87028,0.238775,0.100352,2.73156,2.33917
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,22,0.131552,1.87533,0.237724,0.100352,2.7549,2.34496
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,23,0.129696,2.03235,0.233886,0.104448,2.87543,2.50038
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,24,0.130176,1.85783,0.238515,0.100352,2.73151,2.32688
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,25,0.129216,1.86191,0.251467,0.101376,2.75513,2.34397
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,26,0.128896,1.85802,0.237081,0.101376,2.73298,2.32538
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,27,0.131392,1.87881,0.23682,0.100352,2.76178,2.34737
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,28,0.127712,1.87321,0.234113,0.100352,2.73275,2.33539
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,29,0.127808,1.89875,0.238598,0.101376,2.78061,2.36653
