dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,0,24.0396,288.183,1.4699,0.485408,311.602,314.178
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,1,24.192,206.025,1.45843,0.193504,232.524,231.869
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,2,24.1372,199.695,1.44618,0.18944,226.265,225.468
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,3,24.358,202.151,1.45413,0.19248,228.808,228.156
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,4,22.8415,198.731,1.45688,0.190464,222.811,223.22
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,5,24.125,206.573,1.4581,0.194592,233.035,232.35
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,6,24.3308,203.85,1.4576,0.194528,230.387,229.833
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,7,24.0934,196.431,1.45485,0.191488,222.865,222.17
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,8,23.0724,192.66,1.46113,0.190432,217.046,217.384
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,9,24.2058,201.941,1.45952,0.195552,228.486,227.802
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,10,24.164,207.164,1.45745,0.191488,233.718,232.977
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,11,22.4538,206.384,1.46883,0.187392,227.162,230.494
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,12,23.0789,197.84,1.46336,0.190464,220.282,222.572
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,13,24.1381,196.846,1.45488,0.199648,223.321,222.639
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,14,22.9489,209.473,1.46032,0.189408,230.789,234.071
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,15,22.4154,207.146,1.45717,0.186368,231.498,231.205
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,16,22.7318,226.493,1.46135,0.191488,248.854,250.878
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,17,22.8723,212.273,1.45414,0.196576,231.72,236.796
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,18,22.9558,205.825,1.45687,0.194528,229.211,230.432
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,19,22.4308,202.32,1.45552,0.188416,225.78,226.395
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,20,22.778,202.02,1.46286,0.193536,224.736,226.455
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,21,24.0967,198.473,1.45836,0.19456,224.893,224.223
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,22,22.975,211.612,1.46512,0.19456,235.948,236.247
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,23,22.2822,204.861,1.4461,0.190464,222.875,228.78
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,24,22.4841,195.196,1.45506,0.188416,219.254,219.324
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,25,22.768,203.654,1.46635,0.194528,225.293,228.083
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,26,22.7681,213.054,1.46379,0.188384,233.493,237.474
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,27,24.146,208.21,1.45639,0.18944,234.642,234.002
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,28,24.0956,208.283,1.45564,0.187392,234.653,234.022
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,29,24.2613,205.179,1.46242,0.192544,231.834,231.096
