dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"D | D | D | D | N | D",6,323,0,0.782336,156.592,0.934934,0.500704,158.923,158.81
3,float,uniform,GPU,"D | D | D | D | N | D",6,323,1,0.17824,66.7854,0.910857,0.178176,68.0604,68.0527
3,float,uniform,GPU,"D | D | D | D | N | D",6,323,2,0.183584,69.8524,0.892548,0.178144,71.1996,71.1067
3,float,uniform,GPU,"D | D | D | D | N | D",6,323,3,0.174624,62.6583,0.886745,0.17504,63.9042,63.8947
3,float,uniform,GPU,"D | D | D | D | N | D",6,323,4,0.184928,60.0281,0.905518,0.175072,61.3164,61.2936
3,float,uniform,GPU,"D | D | D | D | N | D",6,323,5,0.180384,60.219,0.898699,0.176064,61.4874,61.4741
3,float,uniform,GPU,"D | D | D | D | N | D",6,323,6,0.18016,57.8822,0.905488,0.17504,59.1525,59.1429
3,float,uniform,GPU,"D | D | D | D | N | D",6,323,7,0.1856,62.8633,0.901366,0.176096,64.2201,64.1264
3,float,uniform,GPU,"D | D | D | D | N | D",6,323,8,0.18096,60.4796,0.911264,0.17712,61.7637,61.749
3,float,uniform,GPU,"D | D | D | D | N | D",6,323,9,0.179456,63.7528,0.902471,0.176096,65.0242,65.0108
3,float,uniform,GPU,"D | D | D | D | N | D",6,323,10,0.179712,64.7359,0.906287,0.178112,66.0906,66
3,float,uniform,GPU,"D | D | D | D | N | D",6,323,11,0.191008,64.1283,0.903575,0.177088,65.4161,65.3999
3,float,uniform,GPU,"D | D | D | D | N | D",6,323,12,0.178336,61.2747,0.900466,0.178176,62.6144,62.5317
3,float,uniform,GPU,"D | D | D | D | N | D",6,323,13,0.176928,70.0472,0.899256,0.174016,71.3102,71.2974
3,float,uniform,GPU,"D | D | D | D | N | D",6,323,14,0.178432,58.0259,0.900165,0.17504,59.2927,59.2795
3,float,uniform,GPU,"D | D | D | D | N | D",6,323,15,0.175936,66.6469,0.913532,0.17504,68.0072,67.9114
3,float,uniform,GPU,"D | D | D | D | N | D",6,323,16,0.179744,65.1909,0.902951,0.176064,66.4632,66.4497
3,float,uniform,GPU,"D | D | D | D | N | D",6,323,17,0.174144,67.9475,0.897942,0.174048,69.261,69.1937
3,float,uniform,GPU,"D | D | D | D | N | D",6,323,18,0.17552,63.9492,0.898266,0.176064,65.2757,65.199
3,float,uniform,GPU,"D | D | D | D | N | D",6,323,19,0.177344,71.5471,0.896719,0.175072,72.8748,72.7963
3,float,uniform,GPU,"D | D | D | D | N | D",6,323,20,0.17552,64.6012,0.897589,0.176096,65.9343,65.8504
3,float,uniform,GPU,"D | D | D | D | N | D",6,323,21,0.179872,66.823,0.899672,0.172992,68.0809,68.0755
3,float,uniform,GPU,"D | D | D | D | N | D",6,323,22,0.175072,60.8368,0.898081,0.174016,62.1551,62.0839
3,float,uniform,GPU,"D | D | D | D | N | D",6,323,23,0.17952,65.5883,0.89486,0.175072,66.9198,66.8377
3,float,uniform,GPU,"D | D | D | D | N | D",6,323,24,0.181856,64.2333,0.894166,0.174016,65.5579,65.4834
3,float,uniform,GPU,"D | D | D | D | N | D",6,323,25,0.179392,63.9788,0.895049,0.174016,65.2319,65.2272
3,float,uniform,GPU,"D | D | D | D | N | D",6,323,26,0.178816,67.4945,0.898845,0.174048,68.7546,68.7462
3,float,uniform,GPU,"D | D | D | D | N | D",6,323,27,0.176352,59.5907,0.900722,0.173024,60.8501,60.8408
3,float,uniform,GPU,"D | D | D | D | N | D",6,323,28,0.178208,69.8807,0.895182,0.174048,71.1981,71.1282
3,float,uniform,GPU,"D | D | D | D | N | D",6,323,29,0.175232,66.0717,0.917909,0.177088,67.4345,67.3419
