dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | P | P | N | D",6,323,0,0.793536,211.47,1.18565,0.741344,214.362,214.19
3,float,uniform,GPU,"P | P | P | P | N | D",6,323,1,0.184544,115.519,1.14497,0.366528,117.324,117.215
3,float,uniform,GPU,"P | P | P | P | N | D",6,323,2,0.194656,109.086,1.15747,0.374784,110.762,110.813
3,float,uniform,GPU,"P | P | P | P | N | D",6,323,3,0.194784,107.661,1.14594,0.365568,109.475,109.367
3,float,uniform,GPU,"P | P | P | P | N | D",6,323,4,0.188544,109.037,1.15824,0.372736,108.423,110.757
3,float,uniform,GPU,"P | P | P | P | N | D",6,323,5,0.184736,108.05,1.15359,0.3696,109.358,109.758
3,float,uniform,GPU,"P | P | P | P | N | D",6,323,6,0.183936,113.363,1.14853,0.3768,115.184,115.073
3,float,uniform,GPU,"P | P | P | P | N | D",6,323,7,0.17344,107.34,1.16695,0.367552,109.152,109.048
3,float,uniform,GPU,"P | P | P | P | N | D",6,323,8,0.189344,109.049,1.14871,0.365504,107.361,110.752
3,float,uniform,GPU,"P | P | P | P | N | D",6,323,9,0.189696,109.396,1.16365,0.369664,109.106,111.119
3,float,uniform,GPU,"P | P | P | P | N | D",6,323,10,0.187872,109.087,1.15873,0.367616,110.74,110.801
3,float,uniform,GPU,"P | P | P | P | N | D",6,323,11,0.19168,105.497,1.15509,0.36864,106.074,107.213
3,float,uniform,GPU,"P | P | P | P | N | D",6,323,12,0.188544,105.816,1.16655,0.36864,106.927,107.54
3,float,uniform,GPU,"P | P | P | P | N | D",6,323,13,0.192672,113.215,1.15438,0.372736,107.652,114.935
3,float,uniform,GPU,"P | P | P | P | N | D",6,323,14,0.190304,106.453,1.16054,0.369664,106.59,108.174
3,float,uniform,GPU,"P | P | P | P | N | D",6,323,15,0.189344,109.243,1.16483,0.376832,111.023,110.974
3,float,uniform,GPU,"P | P | P | P | N | D",6,323,16,0.188096,114.154,1.16428,0.367616,113.564,115.874
3,float,uniform,GPU,"P | P | P | P | N | D",6,323,17,0.176,107.051,1.14538,0.370592,108.849,108.743
3,float,uniform,GPU,"P | P | P | P | N | D",6,323,18,0.193504,109.716,1.16708,0.374784,111.513,111.451
3,float,uniform,GPU,"P | P | P | P | N | D",6,323,19,0.182944,105.558,1.13315,0.366528,106.642,107.24
3,float,uniform,GPU,"P | P | P | P | N | D",6,323,20,0.184928,105.728,1.15614,0.370688,107.353,107.44
3,float,uniform,GPU,"P | P | P | P | N | D",6,323,21,0.207264,118.006,1.15126,0.376832,119.741,119.741
3,float,uniform,GPU,"P | P | P | P | N | D",6,323,22,0.180608,105.626,1.16366,0.370656,107.443,107.341
3,float,uniform,GPU,"P | P | P | P | N | D",6,323,23,0.191456,109.622,1.19237,0.397312,111.458,111.403
3,float,uniform,GPU,"P | P | P | P | N | D",6,323,24,0.184928,107.479,1.14718,0.368544,109.18,109.18
3,float,uniform,GPU,"P | P | P | P | N | D",6,323,25,0.196832,109.516,1.17187,0.382976,106.848,111.268
3,float,uniform,GPU,"P | P | P | P | N | D",6,323,26,0.191264,106.226,1.15154,0.36656,108.039,107.935
3,float,uniform,GPU,"P | P | P | P | N | D",6,323,27,0.183296,117.102,1.14759,0.36752,118.921,118.8
3,float,uniform,GPU,"P | P | P | P | N | D",6,323,28,0.192096,105.54,1.1569,0.371712,106.911,107.261
3,float,uniform,GPU,"P | P | P | P | N | D",6,323,29,0.187136,105.372,1.15972,0.369664,106.826,107.089
