dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,256,0,8.82272,11.9714,0.577043,0.44544,21.5631,21.8166
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,256,1,7.78976,2.17106,0.555794,0.26416,10.6136,10.7808
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,256,2,7.63757,2.17189,0.51176,0.26112,10.3907,10.5823
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,256,3,7.90368,2.17363,0.512911,0.262144,10.4885,10.8524
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,256,4,7.76717,2.17194,0.514481,0.260096,10.5539,10.7137
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,256,5,7.70634,2.17229,0.5156,0.264192,10.4389,10.6584
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,256,6,7.78989,2.1814,0.515246,0.26112,10.6938,10.7477
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,256,7,7.83955,2.18172,0.511243,0.265216,10.5948,10.7977
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,256,8,7.67661,2.19488,0.514917,0.26112,10.4585,10.6475
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,256,9,7.70381,2.17721,0.521419,0.264192,10.5309,10.6666
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,256,10,7.62634,2.17558,0.512191,0.26112,10.438,10.5752
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,256,11,7.71933,2.17624,0.514251,0.26112,10.4762,10.6709
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,256,12,7.70774,2.18229,0.521367,0.26112,10.5144,10.6725
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,256,13,7.68518,2.22326,0.508182,0.26112,10.5102,10.6777
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,256,14,7.75952,2.18657,0.514947,0.264192,10.5853,10.7252
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,256,15,7.7448,2.18282,0.512931,0.26112,10.549,10.7017
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,256,16,7.712,2.17324,0.514413,0.26112,10.4516,10.6608
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,256,17,7.69395,2.1869,0.514683,0.263168,10.4781,10.6587
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,256,18,7.84186,2.16897,0.512325,0.260096,10.5059,10.7832
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,256,19,7.84102,2.20065,0.512081,0.26112,10.6196,10.8149
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,256,20,7.72714,2.17901,0.518883,0.26112,10.6015,10.6862
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,256,21,7.86746,2.17919,0.522131,0.260096,10.5947,10.8289
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,256,22,7.71773,2.16742,0.519307,0.258048,10.4487,10.6625
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,256,23,7.71638,2.1753,0.527314,0.26112,10.4584,10.6801
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,256,24,7.77046,2.1663,0.513652,0.262144,10.5333,10.7126
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,256,25,7.62256,2.18548,0.508663,0.258048,10.442,10.5748
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,256,26,7.89296,2.17634,0.511791,0.26624,10.4368,10.8473
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,256,27,7.71478,2.17057,0.511785,0.26624,10.4998,10.6634
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,256,28,7.71363,2.17799,0.51307,0.26624,10.4706,10.6709
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",4,256,29,7.86854,2.17777,0.511707,0.26112,10.5818,10.8191
