dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,0,0.810688,477.883,5.85631,1.46733,486.128,486.017
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,1,0.766784,469.963,5.78918,0.765888,477.384,477.285
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,2,0.762752,472.716,5.77577,0.765888,480.123,480.021
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,3,0.76288,465.209,5.78802,0.764864,472.627,472.525
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,4,0.775328,474.576,5.79214,0.767936,482.047,481.911
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,5,0.760384,472.687,5.91018,0.787424,480.256,480.145
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,6,0.762208,477.328,5.82534,0.765888,484.787,484.682
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,7,0.762016,482.14,5.7894,0.762848,489.561,489.454
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,8,0.76176,464.105,5.82487,0.766976,471.568,471.458
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,9,0.763744,476.196,5.77478,0.761824,483.603,483.497
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,10,0.77536,466.491,5.8709,0.790464,474.058,473.927
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,11,0.76864,469.599,5.86114,0.767968,477.101,476.996
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,12,0.76384,471.363,5.79481,0.764896,478.793,478.686
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,13,0.799392,484.046,5.802,0.76592,491.485,491.414
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,14,0.764224,458.577,5.79812,0.76288,466.01,465.903
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,15,0.768576,471.23,5.79425,0.761824,478.652,478.555
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,16,0.760992,467.079,5.82515,0.766976,474.535,474.432
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,17,0.761792,465.597,5.77447,0.765888,473.008,472.899
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,18,0.759104,465.458,5.84827,0.76592,472.937,472.831
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,19,0.762592,467.848,5.81224,0.763872,475.29,475.187
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,20,0.76784,463.089,5.80489,0.768992,470.532,470.431
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,21,0.75888,463.684,5.80021,0.764864,471.116,471.008
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,22,0.764064,465.595,5.79312,0.764896,473.016,472.918
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,23,0.761504,463.994,5.80399,0.763872,471.427,471.324
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,24,0.759104,461.27,5.81958,0.761824,468.713,468.611
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,25,0.762272,473.815,5.80146,0.761824,481.247,481.141
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,26,0.761152,463.266,5.7916,0.763872,470.687,470.583
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,27,0.7608,469.064,5.81539,0.764864,476.506,476.405
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,28,0.765536,469.216,5.81405,0.76384,476.665,476.559
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,29,0.76224,465.291,5.79432,0.763872,472.711,472.611
