dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,0,9.07216,11.6675,0.285809,0.19968,21.4533,21.2252
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,1,7.82573,1.87201,0.276743,0.1024,10.3038,10.0769
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,2,7.81286,1.86129,0.235398,0.098304,10.1437,10.0079
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,3,7.63942,1.87612,0.234822,0.100352,10.0769,9.85072
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,4,7.6679,1.87483,0.236156,0.101376,10.0715,9.88026
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,5,7.74272,1.87493,0.23638,0.100352,10.1418,9.95438
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,6,7.87894,1.87042,0.237517,0.100352,10.1896,10.0872
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,7,7.88278,1.86714,0.237259,0.101376,10.1586,10.0886
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,8,7.72179,1.86582,0.234981,0.101376,10.1396,9.92397
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,9,7.86413,1.89489,0.233536,0.098304,10.2499,10.0909
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,10,7.78573,1.91783,0.234677,0.104448,10.2624,10.0427
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,11,7.69642,1.87553,0.234904,0.100352,10.0912,9.9072
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,12,7.77702,1.9053,0.235983,0.101376,10.2274,10.0197
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,13,7.67328,2.18344,0.239338,0.098304,10.3452,10.1944
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,14,7.80525,1.8616,0.236414,0.103424,10.1804,10.0067
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,15,7.94339,1.8781,0.23683,0.1024,10.3579,10.1607
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,16,7.6624,1.88798,0.232318,0.099328,10.1264,9.88203
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,17,7.70896,1.8724,0.23871,0.101376,10.0946,9.92144
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,18,7.68749,1.93832,0.238264,0.099328,10.2363,9.9634
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,19,7.80464,1.92054,0.236769,0.1024,10.2398,10.0643
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,20,7.70896,1.87773,0.240352,0.100352,10.2622,9.9274
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,21,7.90563,1.87923,0.236331,0.101376,10.334,10.1226
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,22,7.86435,1.87469,0.23968,0.099328,10.3587,10.078
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,23,7.67456,1.8743,0.234562,0.099328,10.174,9.88275
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,24,7.9273,1.8718,0.331397,0.103424,10.3366,10.2339
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,25,7.6145,2.10536,0.238008,0.100352,10.3336,10.0582
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,26,7.84541,1.88992,0.237611,0.100352,10.1853,10.0733
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,27,7.80998,1.88575,0.236552,0.100352,10.222,10.0326
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,28,7.90685,1.88343,0.236989,0.100352,10.108,10.1276
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,29,7.84579,1.86211,0.27596,0.098304,10.3278,10.0822
