dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,0,37.7794,286.066,2.67045,1.18678,327.892,327.703
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,1,37.6899,274.016,2.63419,0.501728,314.956,314.842
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,2,37.7744,280.484,2.63754,0.499712,321.515,321.396
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,3,37.6677,259.339,2.63249,0.502784,300.256,300.142
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,4,37.6811,279.34,2.63548,0.508896,320.281,320.165
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,5,37.6441,260.101,2.62506,0.500672,300.982,300.871
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,6,37.8352,277.158,2.62781,0.49968,318.249,318.12
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,7,38.1272,271.188,2.63076,0.500704,312.563,312.446
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,8,37.7405,260.331,2.62417,0.498688,301.311,301.194
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,9,37.8304,273.116,2.63064,0.4976,314.197,314.075
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,10,37.6436,283.7,2.63652,0.499712,324.597,324.48
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,11,37.5977,282.024,2.62875,0.49872,322.865,322.749
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,12,37.6805,277.097,2.63228,0.498688,318.025,317.909
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,13,37.6351,264.806,2.62634,0.500704,305.678,305.568
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,14,37.7363,266.61,2.613,0.49968,307.464,307.459
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,15,37.7113,262.431,2.61655,0.498624,303.32,303.258
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,16,38.0226,263.479,2.63763,0.500704,304.76,304.64
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,17,37.9873,264.959,2.70347,0.516064,306.3,306.166
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,18,38.4962,261.776,2.68214,0.511968,302.722,303.466
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,19,37.465,261.417,2.62711,0.500704,302.136,302.009
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,20,37.6695,258.479,2.62977,0.498656,299.394,299.277
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,21,37.6685,261.659,2.6331,0.500704,302.578,302.462
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,22,37.6778,261.865,2.63384,0.500672,302.79,302.678
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,23,37.7855,265.218,2.62659,0.499648,306.245,306.13
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,24,37.7942,267.094,2.62232,0.49968,308.122,308.01
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,25,37.7208,272.375,2.61653,0.497632,313.239,313.21
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,26,37.7612,269.604,2.66181,0.503776,310.662,310.531
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,27,37.5634,269.425,2.68906,0.503776,310.292,310.181
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,28,37.625,268.154,2.63923,0.498688,309.025,308.916
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",6,465,29,37.5828,263.373,2.62917,0.49968,304.197,304.085
