dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,0,7.62896,0.225577,0.751608,0.267264,8.97323,8.87341
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,1,6.83021,0.21604,0.741945,0.141312,7.99845,7.9295
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,2,6.87658,0.215939,0.736176,0.13824,8.03927,7.96693
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,3,6.82275,0.234929,0.74476,0.139264,8.01247,7.94171
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,4,6.86736,0.218853,0.741162,0.142336,8.03796,7.96971
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,5,6.91674,0.21288,0.742388,0.140288,8.08174,8.01229
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,6,6.8273,0.212901,0.740537,0.139264,7.98867,7.92
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,7,6.89846,0.212951,0.743897,0.140288,8.07117,7.9956
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,8,6.82122,0.213056,0.743779,0.141312,7.98838,7.91936
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,9,6.87933,0.213396,0.742625,0.140288,8.04352,7.97564
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,10,6.95664,0.217983,0.745514,0.141312,8.1407,8.06145
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,11,6.84506,0.21522,0.740574,0.140288,8.00868,7.94114
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,12,6.82362,0.213124,0.742988,0.14336,7.99048,7.92309
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,13,6.92029,0.214607,0.74569,0.139264,8.08867,8.01985
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,14,6.98589,0.218178,0.748526,0.144384,8.17111,8.09698
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,15,6.93267,0.217955,0.746151,0.146432,8.1149,8.04321
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,16,6.97942,0.218934,0.748649,0.141312,8.17025,8.08832
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,17,6.86922,0.217057,0.739387,0.139264,8.03305,7.96492
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,18,6.7583,0.216008,0.742801,0.140288,7.92873,7.8574
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,19,6.88758,0.213365,0.743313,0.141312,8.05218,7.98557
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,20,6.89283,0.213981,0.74485,0.142336,8.07981,7.994
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,21,6.84669,0.214771,0.741422,0.142336,8.01269,7.94522
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,22,6.8535,0.213434,0.743827,0.141312,8.01991,7.95208
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,23,6.91805,0.21981,0.746686,0.140288,8.09622,8.02483
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,24,6.83731,0.214246,0.746608,0.140288,8.00378,7.93845
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,25,6.84896,0.212138,0.739445,0.141312,8.00965,7.94185
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,26,6.80349,0.214813,0.749691,0.140288,7.97951,7.90828
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,27,6.83706,0.223966,0.743877,0.142336,8.01698,7.94724
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,28,6.97354,0.219127,0.749016,0.144384,8.16113,8.08606
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,29,6.94752,0.217751,0.749389,0.144384,8.13341,8.05904
