dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",1,161,0,7.7752,0.281871,0.821854,0.49664,9.49059,9.37556
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",1,161,1,6.86464,0.213786,0.808772,0.293888,8.26145,8.18109
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",1,161,2,6.99024,0.2124,0.782715,0.289792,8.35517,8.27515
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",1,161,3,6.94272,0.213732,0.794106,0.28672,8.32581,8.23728
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",1,161,4,6.99126,0.212865,0.793915,0.28672,8.36939,8.28476
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",1,161,5,6.92198,0.220193,0.793691,0.292864,8.30926,8.22873
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",1,161,6,7.05142,0.213961,0.789707,0.292864,8.43063,8.34796
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",1,161,7,6.85965,0.214361,0.794749,0.28672,8.23784,8.15548
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",1,161,8,6.95354,0.215086,0.792948,0.294912,8.3376,8.25648
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",1,161,9,6.96598,0.213681,0.788926,0.29184,8.34582,8.26043
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",1,161,10,6.81008,0.216088,0.792504,0.28672,8.18763,8.10539
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",1,161,11,6.96474,0.212669,0.793063,0.289792,8.34964,8.26026
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",1,161,12,6.83914,0.21411,0.785842,0.28672,8.20786,8.12581
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",1,161,13,6.9455,0.214646,0.792205,0.287744,8.31968,8.2401
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",1,161,14,6.85904,0.21532,0.794973,0.290816,8.24793,8.16015
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",1,161,15,6.8409,0.212095,0.792126,0.28672,8.21384,8.13184
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",1,161,16,6.83731,0.214622,0.79071,0.288768,8.21232,8.13141
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",1,161,17,6.92822,0.221834,0.793287,0.292864,8.31902,8.23621
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",1,161,18,6.92096,0.216186,0.790329,0.289792,8.29815,8.21727
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",1,161,19,6.85888,0.214733,0.795504,0.289792,8.24053,8.15891
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",1,161,20,6.86118,0.213395,0.787119,0.290816,8.23546,8.15251
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",1,161,21,6.84442,0.214796,0.785556,0.285696,8.20921,8.13046
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",1,161,22,6.89923,0.212351,0.789512,0.284672,8.2645,8.18577
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",1,161,23,6.87667,0.216432,0.793992,0.287744,8.2538,8.17484
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",1,161,24,6.82752,0.213935,0.79981,0.288768,8.20897,8.13003
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",1,161,25,6.90122,0.214094,0.790333,0.285696,8.2867,8.19134
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",1,161,26,7.00096,0.212452,0.795841,0.283648,8.37742,8.2929
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",1,161,27,7.01174,0.213058,0.792511,0.290816,8.38726,8.30813
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",1,161,28,6.86528,0.214313,0.787214,0.288768,8.24015,8.15557
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",1,161,29,6.88755,0.215304,0.792096,0.28672,8.26221,8.18167
